episode,baseline_loss,proposed_loss,baseline_reward,proposed_reward,baseline_latency_ms,proposed_latency_ms,baseline_throughput_mbps,proposed_throughput_mbps,v2v_warning_success_rate,v2v_warnings_attempted,v2v_warnings_delivered,edge_utilization_rate,grover_action_latency_ms,grover_action_match_rate,grover_uav_match_rate,grover_path_match_rate,grover_resource_match_rate,privacy_epsilon,privacy_epsilon_mean_over_clients,fed_rounds_so_far
22,0.6266116787252637,0.5020163924133764,-0.6176393824359622,-0.5612683896362405,154.40984560899054,140.31709740906012,8.289626836628814,9.122195538783657,0.925,40,37,0.14579169421146312,17.875634399345937,1.0,1.0,1.0,1.0,6.066300355241242,6.066300355241242,276
23,1.9718613045212503,1.4525494591992658,-0.5987853919544613,-0.5850532473671431,149.69634798861534,146.26331184178582,8.550642799230788,8.751340195172022,0.9666666666666667,60,58,0.1367837811509768,17.417242230626613,1.0,1.0,1.0,1.0,6.196773353931868,6.196773353931868,288
24,1.1432245560766507,0.5913026178459404,-0.5594899611361163,-0.508438671204285,139.87249028402906,127.10966780107127,9.151191899141821,10.070044412382709,0.8421052631578947,19,16,0.14775105565786362,18.26055712128286,1.0,1.0,1.0,1.0,6.32455532033676,6.32455532033676,300
25,0.46722955245058984,0.8116161476452058,-0.5546961504657626,-0.541561999173486,138.67403761644064,135.3904997933715,9.230278587116356,9.454134536422375,1.0,44,44,0.14321140727649131,17.55649632482216,1.0,1.0,1.0,1.0,6.449806198638841,6.449806198638841,312
26,0.9523714388293835,1.0609702519723214,-0.6540245825249201,-0.6909431166649819,163.50614563123005,172.73577916624546,7.82845192184334,7.4101613816098535,0.8888888888888888,36,32,0.14967241045087576,18.457103902503444,1.0,1.0,1.0,1.0,6.572670690061995,6.572670690061995,324
27,0.7558922209621718,0.994807769660838,-0.5576453431475807,-0.5580139665681355,139.4113357868952,139.50349164203388,9.181462847157665,9.175397582767904,0.9038461538461539,52,47,0.14939054350058237,17.180972535978388,1.0,1.0,1.0,1.0,6.693280212272605,6.693280212272605,336
28,0.9563180341695746,0.4859952191764023,-0.5353742767529639,-0.49618941059625055,133.84356918824096,124.04735264906263,9.563403066454212,10.318640202029917,1.0,35,35,0.14974193895856538,17.42514783650927,1.0,1.0,1.0,1.0,6.811754546370562,6.811754546370562,348
29,0.81139810164071,2.586869943081789,-0.5462134275624853,-0.5958963682904018,136.55335689062133,148.97409207260046,9.373625293044055,8.592098009741248,1.0,31,31,0.14362171664834023,18.030969623791265,1.0,1.0,1.0,1.0,6.9282032302755105,6.9282032302755105,360
30,0.8607896919905519,0.21961108688265085,-0.5854403901349711,-0.5397358671012625,146.36009753374276,134.9339667753156,8.74555306787016,9.486121475487217,1.0,39,39,0.14301784647007784,17.752617252320203,1.0,1.0,1.0,1.0,7.0427267446636055,7.0427267446636055,372
31,2.165378595353104,0.4936419674110463,-0.5817053015204093,-0.5217577043660321,145.42632538010233,130.439426091508,8.801707645809316,9.81298399076084,1.0,37,37,0.14198326412588358,17.371402926615314,1.0,1.0,1.0,1.0,7.155417527999329,7.155417527999329,384
32,0.8235438264673576,1.3116435787427083,-0.5735950407596625,-0.6063179787852722,143.3987601899156,151.57949469631805,8.926158066532677,8.444413952984974,1.0,35,35,0.15527827168504396,18.0653023911189,1.0,1.0,1.0,1.0,7.266360849833982,7.266360849833982,396
33,1.4795447820797563,1.5616566985020957,-0.6280579484918679,-0.6722983336222699,157.01448712296698,168.0745834055675,8.152114008419868,7.615666652651062,0.8846153846153846,52,46,0.16230479658891758,18.230540478763135,1.0,1.0,1.0,1.0,7.375635565834312,7.375635565834312,408
34,2.229783385390571,1.8205149439163506,-0.6852461006084715,-0.8018119914686445,171.31152515211787,200.45299786716112,7.471768165413334,6.385536827183037,1.0,17,17,0.14717191675057015,19.420423137740816,1.0,1.0,1.0,1.0,7.483314773547884,7.483314773547884,420
35,1.9221869384637102,1.0611036020175864,-0.8144404126217127,-0.7951732068050908,203.61010315542822,198.79330170127272,6.286524981635596,6.438848739096148,1.0,45,45,0.14758071737984815,19.17917588693495,1.0,1.0,1.0,1.0,7.589466384404112,7.589466384404112,432
36,0.5776231153480088,1.580866105039604,-0.6521195907722416,-0.7015411730808999,163.0298976930604,175.385293270225,7.851320635739349,7.298217405423152,1.0,43,43,0.14269914493585625,19.698499036362858,1.0,1.0,1.0,1.0,7.69415362466854,7.69415362466854,444
37,4.6421948094309,5.4020219637677656,-1.0519627977035206,-1.0454673955579123,262.99069942588017,261.3668488894781,4.867092269020517,4.8973311092764575,1.0,29,29,0.1398016568273306,22.124847975027052,1.0,1.0,1.0,1.0,7.797435475847173,7.797435475847173,456
38,6.034507982743283,6.271453071909491,-1.2246303465520467,-1.3122868621539485,306.15758663801165,328.0717155384871,4.180853442359474,3.901585962383396,1.0,30,30,0.13836630961547294,23.10427427384211,1.0,1.0,1.0,1.0,7.899367063252602,7.899367063252602,468
39,10.487775680259801,6.135014717855181,-1.6507664626498457,-1.39914707030488,412.6916156624615,349.78676757622,3.10158954391481,3.65937227662874,0.9534883720930233,43,41,0.1414112214309474,24.78383038980336,1.0,1.0,1.0,1.0,8.000000000000002,8.000000000000002,480
40,10.896661278946945,3.670588383819753,-1.5473366270808029,-1.108218454316608,386.8341567702007,277.05461357915203,3.308911526032551,4.620027739167447,1.0,34,34,0.13216408683607975,23.738622756803494,1.0,1.0,1.0,1.0,8.099382692526637,8.099382692526637,492
41,8.687251454607273,5.308605932720336,-1.4905699084888393,-1.2529586835069704,372.64247712220987,313.2396708767426,3.4349277889225114,4.086327879279602,1.0,42,42,0.13394128438085318,23.880764256150155,1.0,1.0,1.0,1.0,8.197560612767681,8.197560612767681,504
42,8.719662306131795,7.99253352432667,-1.683405358243813,-1.5679973445428825,420.85133956095336,391.99933613572057,3.041454023492809,3.265311652356549,0.9130434782608695,46,42,0.1381377031405767,26.510364844980696,1.0,1.0,1.0,1.0,8.294576541331091,8.294576541331091,516
43,6.765383882719713,6.325334303022828,-1.57292374696756,-1.524716544078989,393.23093674189,381.1791360197473,3.255084685364341,3.3580012100496717,0.9166666666666666,48,44,0.13993222545832396,25.484611006954623,1.0,1.0,1.0,1.0,8.390470785361215,8.390470785361215,528
44,3.8974021517982087,5.348765678393344,-1.2418711162259664,-1.2879706306552026,310.46777905649157,321.9926576638007,4.122811081684247,3.9752459241989144,1.0,42,42,0.14224719007809958,23.112694211933995,1.0,1.0,1.0,1.0,8.485281374238573,8.485281374238573,540
45,13.742430108754585,12.643632365739904,-1.9440902839488832,-1.8650236342823259,486.02257098722083,466.2559085705813,2.633622544319357,2.7452735214104744,1.0,37,37,0.14067515234152475,27.544084377540003,1.0,1.0,1.0,1.0,8.57904423581089,8.57904423581089,552
46,7.223990865633823,4.41256469678289,-1.4566956672021905,-1.2140185150144451,364.1739168005476,303.5046287536113,3.5148041662221408,4.217398611864728,1.0,35,35,0.13142821534226337,23.152658626505985,1.0,1.0,1.0,1.0,8.671793355471523,8.671793355471523,564
47,7.245112301199697,7.771462998027952,-1.674242633754502,-1.6096660587060683,418.5606584386255,402.416514676517,3.058099164825567,3.180783972121347,1.0,38,38,0.1414441199352344,26.323235709056547,1.0,1.0,1.0,1.0,8.76356092008266,8.76356092008266,576
48,7.177296025212854,4.810253867607874,-1.3821356459243734,-1.1682265135828478,345.5339114810933,292.056628395712,3.7044120923281305,4.382711692013744,1.0,31,31,0.130676776325951,23.424053753377663,1.0,1.0,1.0,1.0,8.854377448471466,8.854377448471466,588
49,8.953194048061656,10.23328556488923,-1.6139302537141613,-1.7538630489994542,403.4825634285403,438.46576224986364,3.1723799638908,2.9192701236968657,1.0,33,33,0.13606581402321657,27.233252688104226,1.0,1.0,1.0,1.0,8.944271909999163,8.944271909999163,600
50,7.570325806814556,5.702946781937499,-1.5700684345321694,-1.3350797968402581,392.51710863304226,333.76994921006457,3.26100435330744,3.834976764772814,1.0,56,56,0.12242425000295043,23.894398609066126,1.0,1.0,1.0,1.0,9.033271832508975,9.033271832508975,612
51,7.2567186378097785,6.4889135369642945,-1.5307376145199665,-1.3462838749314299,382.68440362999155,336.57096873285747,3.344792700874221,3.803061223072865,1.0,34,34,0.13847115635871887,23.894335780854913,1.0,1.0,1.0,1.0,9.121403400793108,9.121403400793108,624
52,10.307656962657347,9.73971039390502,-1.825501136164802,-1.7028488064922451,456.3752840412005,425.7122016230614,2.8047092924612556,3.0067261288727427,1.0,34,34,0.1405510458474358,26.46105146055174,1.0,1.0,1.0,1.0,9.208691546577075,9.208691546577075,636
53,7.004150681818525,6.107336773129646,-1.5319313175366116,-1.4608934921857022,382.9828293841529,365.2233730464256,3.3421863900746565,3.504704502680588,1.0,41,41,0.14045878623922667,25.15698906477445,1.0,1.0,1.0,1.0,9.295160030897804,9.295160030897804,648
54,7.352863736528282,7.880232237745076,-1.5141918602546884,-1.5084996270616777,378.5479650636721,377.1249067654194,3.38134164790637,3.3941009385418037,1.0,26,26,0.14465935342013836,25.7618397688869,1.0,1.0,1.0,1.0,9.380831519646863,9.380831519646863,660
55,8.615303398575634,5.018056445832674,-1.6760164162893216,-1.4029025186729251,419.0041040723304,350.7256296682313,3.0548626792902263,3.6495764544234057,1.0,27,27,0.13376510639985403,24.849178224323214,1.0,1.0,1.0,1.0,9.465727652959389,9.465727652959389,672
56,11.525400636174405,11.012879211766025,-2.00534577135498,-1.8737694798011415,501.3364428387449,468.44236995028535,2.5531756533640078,2.7324599184651963,1.0,36,36,0.13471797915796438,27.8104558141094,1.0,1.0,1.0,1.0,9.549869109050661,9.549869109050661,684
57,8.748559765090855,4.776028194484145,-1.4519442480119376,-1.1627520797782873,362.9860620029844,290.68801994457186,3.526306197369849,4.403346241252286,1.0,51,51,0.12306054309010506,23.453080463921697,1.0,1.0,1.0,1.0,9.63327566303384,9.63327566303384,696
58,7.9019754171992345,2.890032061957754,-1.5810698942220967,-1.2024323064696665,395.2674735555242,300.6080766174166,3.238313510813571,4.258035959656047,1.0,29,29,0.12223765657593806,24.096886675992646,1.0,1.0,1.0,1.0,9.7159662411929,9.7159662411929,708
59,8.832268626157505,4.048667709013292,-1.6157375522815958,-1.2615160666701277,403.93438807039894,315.3790166675319,3.168831468186159,4.058608633907175,1.0,37,37,0.15157024438182512,23.458685136417575,1.0,1.0,1.0,1.0,9.797958971132717,9.797958971132717,720
60,8.366802958616367,10.346578303705124,-1.6644305413049445,-1.6851179395055873,416.10763532623605,421.2794848763968,3.076127163579818,3.0383630011690492,1.0,31,31,0.15568224682162204,26.35246605933112,1.0,1.0,1.0,1.0,9.879271228182779,9.879271228182779,732
61,6.403901164342339,6.654095666269616,-1.4867151458241554,-1.3845569408704526,371.67878645603884,346.1392352176131,3.4438338873326977,3.6979338652414864,1.0,57,57,0.14958962053060532,23.662075194946524,1.0,1.0,1.0,1.0,9.95991967839099,9.95991967839099,744
62,5.606877082725987,3.782382191896128,-1.491117205042274,-1.224958199136928,372.77930126056845,306.239549784232,3.433667040180685,4.179734462455463,1.0,30,30,0.1407128662491838,24.320105098080536,1.0,1.0,1.0,1.0,10.03992031840891,10.03992031840891,756
63,9.065901578442814,5.9179158210645255,-1.682399241471133,-1.4489930834698501,420.5998103677833,362.2482708674625,3.0432728889742844,3.5334882260026563,1.0,35,35,0.13808318475882211,25.6644735945133,1.0,1.0,1.0,1.0,10.119288512538818,10.119288512538818,768
64,6.699965196816872,6.098549042207499,-1.5545256364153246,-1.507964179451375,388.6314091038312,376.9910448628437,3.293609240055069,3.39530611520411,1.0,40,40,0.13733237267782292,26.092084804833593,1.0,1.0,1.0,1.0,10.198039027185574,10.198039027185574,780
65,12.170306907879421,5.150001208014146,-1.9561358572582777,-1.4840385035715002,489.0339643145694,371.00962589287514,2.6174051158063216,3.450045256695269,1.0,23,23,0.12947531075527272,27.83418052296589,1.0,1.0,1.0,1.0,10.276186062932108,10.276186062932108,792
66,7.668838752278437,5.349037588535187,-1.539186237675775,-1.2805821484426443,384.7965594189438,320.14553711066105,3.3264330687697536,3.998181613125398,0.9302325581395349,43,40,0.13296487710128227,23.341771561165444,1.0,1.0,1.0,1.0,10.353743284435833,10.353743284435833,804
67,5.33641482066984,3.2377333087303364,-1.2680797180490013,-1.1632546931585384,317.01992951225037,290.81367328963455,4.037601049149617,4.401443665013612,1.0,39,39,0.13758667930960655,23.40638533861565,1.0,1.0,1.0,1.0,10.430723848324243,10.430723848324243,816
68,10.290432783542201,7.669793519424275,-1.8470220781820295,-1.6192354018340362,461.7555195455073,404.8088504585091,2.772029668989917,3.1619862029948225,1.0,41,41,0.13951295396933952,25.757493456592073,1.0,1.0,1.0,1.0,10.507140429250963,10.507140429250963,828
69,4.337785468591998,4.854656696416593,-1.3222481959647074,-1.3077150102369304,330.5620489911768,326.92875255923263,3.8721928421800325,3.9152261463087155,0.7037037037037037,27,19,0.1435846829166015,23.117096369910143,1.0,1.0,1.0,1.0,10.583005244258366,10.583005244258366,840
70,6.1299206839175895,5.807026879852249,-1.52011068256479,-1.3771348010036515,380.0276706411975,344.2837002509129,3.368175790568971,3.7178640727607495,0.9423076923076923,52,49,0.145402061752975,24.73109146920915,1.0,1.0,1.0,1.0,10.658330075579387,10.658330075579387,852
71,8.801269084292775,8.033756860803502,-1.7071744457662283,-1.6142017777062379,426.793611441557,403.5504444265595,2.9991076850391813,3.1718463396041234,1.0,47,47,0.14457149524241686,24.95582380467572,1.0,1.0,1.0,1.0,10.733126291998996,10.733126291998996,864
72,7.2283674875895185,5.889151807549449,-1.3764069583803844,-1.3687643058553276,344.10173959509615,342.1910764638319,3.7198300755647837,3.7406001735269987,1.0,47,47,0.13914672130097946,24.088853221816958,1.0,1.0,1.0,1.0,10.807404868885042,10.807404868885042,876
73,10.433700294971155,4.916162106926397,-1.7342732058873647,-1.2742772681152692,433.5683014718411,318.56931702881724,2.952245345554008,4.017963851440888,0.98,50,49,0.12592315891136727,23.777081283566286,1.0,1.0,1.0,1.0,10.88117640698836,10.88117640698836,888
74,12.946266792248935,5.66800925489891,-1.9423815123106818,-1.4491667843162774,485.5953780776704,362.29169607906925,2.6359394215553373,3.5330646930440364,1.0,46,46,0.14336474364002547,25.842926014571162,1.0,1.0,1.0,1.0,10.954451150103328,10.954451150103328,900
75,13.0388425195124,9.51858134144762,-2.164064020727847,-1.8997660211967478,541.0160051819618,474.9415052991869,2.365918915041142,2.6950687310296684,1.0,40,40,0.14597341790795326,27.960083884614974,1.0,1.0,1.0,1.0,11.027239001672182,11.027239001672182,912
76,6.975232426853229,8.555410809417177,-1.334617542404678,-1.420265027644471,333.65438560116945,355.06625691111776,3.836305036703566,3.6049609758339187,1.0,39,39,0.1327060448626677,23.519211228928146,1.0,1.0,1.0,1.0,11.099549540409292,11.099549540409292,924
77,6.891247474045183,3.3669262638626,-1.6573841495578767,-1.2517052310890548,414.34603738946913,312.9263077722637,3.089205360969459,4.090419911040324,1.0,38,38,0.12870488843570152,24.268268480286007,1.0,1.0,1.0,1.0,11.171392035015158,11.171392035015158,936
78,9.118857647059485,6.094609700822427,-1.6270455632426952,-1.2663278924536534,406.76139081067384,316.5819731134133,3.1468080032103467,4.043186626869145,1.0,39,39,0.12807856344928345,24.124489544403747,1.0,1.0,1.0,1.0,11.242775458044163,11.242775458044163,948
79,6.552639137798299,7.060869363097784,-1.423752955994858,-1.4642563299273874,355.9382389987145,366.0640824818468,3.596129495950624,3.496655534522362,1.0,41,41,0.13707486260682344,24.55265109053376,1.0,1.0,1.0,1.0,11.313708498984765,11.313708498984765,960
80,4.931390452431515,6.664537804093243,-1.333280255297264,-1.3544157366701848,333.320063824316,338.60393416754624,3.840152870829442,3.7802277848509496,1.0,36,36,0.1390339294448495,23.66087408283165,1.0,1.0,1.0,1.0,11.384199576606171,11.384199576606171,972
81,8.032767720365277,5.251234668539837,-1.6824572345815951,-1.4047661061063117,420.6143086453988,351.19152652657795,3.0431679895110535,3.644734862084238,1.0,41,41,0.13779830715308586,26.71093367620682,1.0,1.0,1.0,1.0,11.45425685062109,11.45425685062109,984
82,7.974215774331242,8.114007280018996,-1.520145826756002,-1.5836968844037935,380.03645668900054,395.9242211009484,3.3680979218461573,3.2329418908514813,1.0,29,29,0.14344673696905375,26.11272921774764,1.0,1.0,1.0,1.0,11.523888232710352,11.523888232710352,996
83,5.543446555345629,5.564625112514477,-1.5827360558479597,-1.575016712197922,395.68401396199005,393.75417804948046,3.234904506713174,3.250759157250519,1.0,35,35,0.13672979486485323,25.60580440617774,1.0,1.0,1.0,1.0,11.593101396951557,11.593101396951557,1008
84,5.92688638321124,2.821953890748167,-1.4549922064191803,-1.1694405096580034,363.74805160479514,292.3601274145009,3.518919192426889,4.378161999448194,1.0,48,48,0.14767747900138298,23.294795874027546,1.0,1.0,1.0,1.0,11.661903789690607,11.661903789690607,1020
85,10.673202518761778,12.6729683890444,-2.011897336208157,-1.9735529712808126,502.9743340520392,493.3882428202032,2.5448614637811073,2.594305840535499,1.0,33,33,0.13548893698801598,27.965049478002026,1.0,1.0,1.0,1.0,11.73030263889215,11.73030263889215,1032
86,3.2774677175718048,4.199503855847676,-1.2058932005615184,-1.1468332228374774,301.47330014037965,286.7083057093693,4.245815464931633,4.464467804073703,1.0,49,49,0.1425854933137695,22.63486503593961,1.0,1.0,1.0,1.0,11.798304963002106,11.798304963002106,1044
87,13.017429382617896,8.108873094820106,-1.8989842583076966,-1.6617700327751652,474.7460645769241,415.4425081937913,2.6961782213838634,3.0810520703936217,1.0,29,29,0.14478157088160515,27.416485036795706,1.0,1.0,1.0,1.0,11.865917579353066,11.865917579353066,1056
88,5.161412292082484,5.649692425082321,-1.407865970253166,-1.2558883274987198,351.96649256329147,313.97208187468,3.6367098205231203,4.076795593918137,1.0,51,51,0.14308440250655016,22.35592846614873,1.0,1.0,1.0,1.0,11.933147112141045,11.933147112141045,1068
89,4.454128230378653,4.112076676043216,-1.4443131645993332,-1.3546532438400998,361.0782911498332,338.663310960025,3.5449375699766192,3.7795650091872166,1.0,43,43,0.13249864584455887,24.422870135050363,1.0,1.0,1.0,1.0,12.000000000000005,12.000000000000005,1080
90,6.604462203181659,7.586595646959419,-1.6731696245028225,-1.5705267260063904,418.29240612570567,392.63168150159754,3.0600603340031305,3.260052767786626,1.0,37,37,0.14999596929798523,25.908665213397114,1.0,1.0,1.0,1.0,12.06648250319869,12.06648250319869,1092
91,11.798608915259441,4.879787901455226,-1.899835030039629,-1.4519234346263659,474.9587575099072,362.98085865659147,2.6949708364379417,3.526356747122528,1.0,32,32,0.12895486472795406,25.370110926694043,1.0,1.0,1.0,1.0,12.132600710482487,12.132600710482487,1104
92,7.527709516735437,5.144659108210665,-1.4420685129256443,-1.3268866531363537,360.51712823141105,331.7216632840884,3.5504554423788304,3.8586566440305123,1.0,36,36,0.14585296778629223,23.751030035370473,1.0,1.0,1.0,1.0,12.198360545581531,12.198360545581531,1116
93,6.846529744681902,5.191845598009725,-1.4784795452301,-1.31884358162109,369.61988630752506,329.7108954052724,3.463017135758316,3.8821889656593114,1.0,51,51,0.143687481371065,23.43474176239935,1.0,1.0,1.0,1.0,12.26376777340472,12.26376777340472,1128
94,6.274801591876894,9.120400016157268,-1.5219580687505132,-1.6249333172008953,380.4895171876282,406.2333293002239,3.3640874246971757,3.1508985296822485,1.0,42,42,0.13306513987481594,25.381017511131372,1.0,1.0,1.0,1.0,12.32882800593796,12.32882800593796,1140
95,12.06032623234205,6.401285250554793,-1.8403699813590115,-1.5371382356300185,460.0924953397528,384.28455890750456,2.7820492900124156,3.330865033034257,1.0,32,32,0.14581202963987985,25.89949561041841,1.0,1.0,1.0,1.0,12.39354670786374,12.39354670786374,1152
96,12.182910644294074,10.052707892493345,-2.0416744661963744,-1.7844166310822533,510.41861654909354,446.1041577705632,2.5077455220070046,2.86928507099528,1.0,38,38,0.1365386371811231,28.793647222594544,1.0,1.0,1.0,1.0,12.457929201917956,12.457929201917956,1164
97,7.466314357084532,5.193016179410431,-1.413268862275988,-1.2601444387360008,353.31721556899697,315.03610968400017,3.6228067685256544,4.063026302870219,1.0,52,52,0.1427551992237568,23.392188056442382,1.0,1.0,1.0,1.0,12.52198067399883,12.52198067399883,1176
98,7.50232379247124,6.385571136346698,-1.6009217734217123,-1.5036096973639206,400.2304433554282,375.9024243409802,3.1981575146278534,3.405138985852656,1.0,33,33,0.13038413443913063,25.797445081506243,1.0,1.0,1.0,1.0,12.585706178041825,12.585706178041825,1188
99,8.558295077799508,5.032536414529507,-1.6391358706729078,-1.3795363771418863,409.783967668227,344.8840942854716,3.1235970681906355,3.711391801503328,1.0,42,42,0.12831086541215578,25.04765765658107,1.0,1.0,1.0,1.0,12.649110640673523,12.649110640673523,1200
100,5.278536178559686,5.480672850409367,-1.4114650592272213,-1.3827451209835655,352.8662648068053,345.68628024589134,3.627436589045432,3.70277929193348,1.0,26,26,0.1264742249622941,24.572003526460943,1.0,1.0,1.0,1.0,12.71219886565657,12.71219886565657,1212
