episode,step,cluster_id,selected_policy,selected_max_latency_s,classical_best_max_latency_s,match,success_probability
1,4,2,DemandProportional,0.0028018177342602588,0.0028018177342602588,1,1.0
1,4,3,DemandProportional,0.008908194599062948,0.008908194599062948,1,1.0
1,5,0,DemandProportional,0.005658989320118475,0.005658989320118475,1,1.0
1,5,1,DemandProportional,0.003834072937283538,0.003834072937283538,1,1.0
1,5,2,DemandProportional,0.0035260349453521043,0.0035260349453521043,1,1.0
1,5,3,DemandProportional,0.005171144815051242,0.005171144815051242,1,1.0
1,6,0,DemandProportional,0.003584257623982815,0.003584257623982815,1,1.0
1,6,1,DemandProportional,0.003792202743824712,0.003792202743824712,1,1.0
1,6,2,DemandProportional,0.004786851044592499,0.004786851044592499,1,1.0
1,6,3,DemandProportional,0.00450359303846963,0.00450359303846963,1,1.0
1,7,0,DemandProportional,0.00926135454906944,0.00926135454906944,1,1.0
1,7,1,DemandProportional,0.005871026095761147,0.005871026095761147,1,1.0
1,7,2,DemandProportional,0.006196352770241813,0.006196352770241813,1,1.0
1,7,3,DemandProportional,0.00469616404179962,0.00469616404179962,1,1.0
1,8,0,DemandProportional,0.0050434553331359065,0.0050434553331359065,1,1.0
1,8,1,DemandProportional,0.004338965222560265,0.004338965222560265,1,1.0
1,8,2,DemandProportional,0.005826242621008201,0.005826242621008201,1,1.0
1,8,3,DemandProportional,0.003457955444386241,0.003457955444386241,1,1.0
1,9,0,DemandProportional,0.002612708252237708,0.002612708252237708,1,1.0
1,9,1,DemandProportional,0.0058453571186220495,0.0058453571186220495,1,1.0
1,9,2,DemandProportional,0.006072536685189966,0.006072536685189966,1,1.0
1,9,3,DemandProportional,0.004772121815662375,0.004772121815662375,1,1.0
1,10,0,DemandProportional,0.006814119451794069,0.006814119451794069,1,1.0
1,10,1,DemandProportional,0.0031781779085970786,0.0031781779085970786,1,1.0
1,10,2,DemandProportional,0.005004186863266892,0.005004186863266892,1,1.0
1,10,3,DemandProportional,0.001473418318750433,0.001473418318750433,1,1.0
1,11,0,DemandProportional,0.005437112344398563,0.005437112344398563,1,1.0
1,11,1,DemandProportional,0.005585220444780165,0.005585220444780165,1,1.0
1,11,2,DemandProportional,0.004302410450600019,0.004302410450600019,1,1.0
1,11,3,DemandProportional,0.0077127687599695405,0.0077127687599695405,1,1.0
1,12,0,DemandProportional,0.006792233253703268,0.006792233253703268,1,1.0
1,12,1,DemandProportional,0.004803747807127827,0.004803747807127827,1,1.0
1,12,2,DemandProportional,0.001603212221861434,0.001603212221861434,1,1.0
1,12,3,DemandProportional,0.006137759002965283,0.006137759002965283,1,1.0
1,13,0,DemandProportional,0.005854425314332955,0.005854425314332955,1,1.0
1,13,1,DemandProportional,0.006147722553811515,0.006147722553811515,1,1.0
1,13,2,DemandProportional,0.004254838699555226,0.004254838699555226,1,1.0
1,13,3,DemandProportional,0.007590261569168006,0.007590261569168006,1,1.0
1,14,0,DemandProportional,0.0028963023550409583,0.0028963023550409583,1,1.0
1,14,1,DemandProportional,0.005031133596513654,0.005031133596513654,1,1.0
1,14,2,DemandProportional,0.0035135654314013506,0.0035135654314013506,1,1.0
1,14,3,DemandProportional,0.004017956963381661,0.004017956963381661,1,1.0
1,15,0,DemandProportional,0.0031331008355606443,0.0031331008355606443,1,1.0
1,15,1,DemandProportional,0.0045004814023309955,0.0045004814023309955,1,1.0
1,15,2,DemandProportional,0.004165105548707742,0.004165105548707742,1,1.0
1,15,3,DemandProportional,0.0006267889648080502,0.0006267889648080502,1,1.0
1,16,0,DemandProportional,0.00392785470667277,0.00392785470667277,1,1.0
1,16,1,DemandProportional,0.002080301890442294,0.002080301890442294,1,1.0
1,16,2,DemandProportional,0.0030725245833439375,0.0030725245833439375,1,1.0
1,16,3,DemandProportional,0.00707953205498716,0.00707953205498716,1,1.0
1,17,0,DemandProportional,0.006478845065017349,0.006478845065017349,1,1.0
1,17,1,DemandProportional,0.004619420328430019,0.004619420328430019,1,1.0
1,17,2,DemandProportional,0.004360557271308637,0.004360557271308637,1,1.0
1,17,3,DemandProportional,0.005253686818383473,0.005253686818383473,1,1.0
1,18,0,DemandProportional,0.005135847326460433,0.005135847326460433,1,1.0
1,18,1,DemandProportional,0.00593284389104362,0.00593284389104362,1,1.0
1,18,2,DemandProportional,0.008700028301008507,0.008700028301008507,1,1.0
1,18,3,DemandProportional,0.0058701322177330435,0.0058701322177330435,1,1.0
1,19,0,DemandProportional,0.004509037522841405,0.004509037522841405,1,1.0
1,19,1,DemandProportional,0.004118694067638833,0.004118694067638833,1,1.0
1,19,2,DemandProportional,0.0018127272415804474,0.0018127272415804474,1,1.0
1,19,3,DemandProportional,0.004049102417435638,0.004049102417435638,1,1.0
1,20,0,DemandProportional,0.011607043475082039,0.011607043475082039,1,1.0
1,20,1,DemandProportional,0.005303183711585447,0.005303183711585447,1,1.0
1,20,2,DemandProportional,0.0036108454060085095,0.0036108454060085095,1,1.0
1,20,3,DemandProportional,0.00851446267256743,0.00851446267256743,1,1.0
1,21,0,DemandProportional,0.0044522857801347245,0.0044522857801347245,1,1.0
1,21,1,DemandProportional,0.0014032813353223397,0.0014032813353223397,1,1.0
1,21,2,DemandProportional,0.00786688203702142,0.00786688203702142,1,1.0
1,21,3,DemandProportional,0.004365951553882236,0.004365951553882236,1,1.0
1,22,0,DemandProportional,0.0013990797819218629,0.0013990797819218629,1,1.0
1,22,1,DemandProportional,0.007385128863743068,0.007385128863743068,1,1.0
1,22,2,DemandProportional,0.0029698878343750773,0.0029698878343750773,1,1.0
1,22,3,DemandProportional,0.002728209944936534,0.002728209944936534,1,1.0
1,23,0,DemandProportional,0.0030336732619735273,0.0030336732619735273,1,1.0
1,23,1,DemandProportional,0.004558571344872493,0.004558571344872493,1,1.0
1,23,2,DemandProportional,0.003368965230913743,0.003368965230913743,1,1.0
1,23,3,DemandProportional,0.004148127734005228,0.004148127734005228,1,1.0
2,0,0,DemandProportional,0.004729302232591531,0.004729302232591531,1,1.0
2,0,1,DemandProportional,0.004894090376018781,0.004894090376018781,1,1.0
2,0,2,DemandProportional,0.005543056937308927,0.005543056937308927,1,1.0
2,0,3,DemandProportional,0.002727912514894407,0.002727912514894407,1,1.0
2,1,0,DemandProportional,0.0072517057566628485,0.0072517057566628485,1,1.0
2,1,1,DemandProportional,0.0049786685362859726,0.0049786685362859726,1,1.0
2,1,2,DemandProportional,0.00144295444859093,0.00144295444859093,1,1.0
2,1,3,DemandProportional,0.006603313616665397,0.006603313616665397,1,1.0
2,2,0,DemandProportional,0.003569370538622208,0.003569370538622208,1,1.0
2,2,1,DemandProportional,0.0018747497557960932,0.0018747497557960932,1,1.0
2,2,2,DemandProportional,0.0020437688731914476,0.0020437688731914476,1,1.0
2,2,3,DemandProportional,0.0012025915956354308,0.0012025915956354308,1,1.0
2,3,0,DemandProportional,0.004783295704319283,0.004783295704319283,1,1.0
2,3,1,DemandProportional,0.005862906360944242,0.005862906360944242,1,1.0
2,3,2,DemandProportional,0.00842256864255036,0.00842256864255036,1,1.0
2,3,3,DemandProportional,0.00666448205318142,0.00666448205318142,1,1.0
2,4,0,DemandProportional,0.005601512037217789,0.005601512037217789,1,1.0
2,4,1,DemandProportional,0.005688595648881857,0.005688595648881857,1,1.0
2,4,2,DemandProportional,0.0040336010463272055,0.0040336010463272055,1,1.0
2,4,3,DemandProportional,0.001183991606319694,0.001183991606319694,1,1.0
2,5,0,DemandProportional,0.0032709299238747745,0.0032709299238747745,1,1.0
2,5,1,DemandProportional,0.006771492384636433,0.006771492384636433,1,1.0
2,5,2,DemandProportional,0.004766365080510927,0.004766365080510927,1,1.0
2,5,3,DemandProportional,0.008021570692322162,0.008021570692322162,1,1.0
2,6,0,DemandProportional,0.0018681680120379903,0.0018681680120379903,1,1.0
2,6,1,DemandProportional,0.0034625837928176206,0.0034625837928176206,1,1.0
2,6,2,DemandProportional,0.003623875164226144,0.003623875164226144,1,1.0
2,6,3,DemandProportional,0.0038716059773542086,0.0038716059773542086,1,1.0
2,7,0,DemandProportional,0.00696351614527129,0.00696351614527129,1,1.0
2,7,1,DemandProportional,0.008707421794962847,0.008707421794962847,1,1.0
2,7,2,DemandProportional,0.00891386211184527,0.00891386211184527,1,1.0
2,7,3,DemandProportional,0.008051238158346396,0.008051238158346396,1,1.0
2,8,0,DemandProportional,0.009065397175332477,0.009065397175332477,1,1.0
2,8,1,DemandProportional,0.002265866463988689,0.002265866463988689,1,1.0
2,8,2,DemandProportional,0.0043387711611269355,0.0043387711611269355,1,1.0
2,8,3,DemandProportional,0.003573632299396917,0.003573632299396917,1,1.0
2,9,0,DemandProportional,0.006325399852036921,0.006325399852036921,1,1.0
2,9,1,DemandProportional,0.003725434079313156,0.003725434079313156,1,1.0
2,9,2,DemandProportional,0.004703443078837491,0.004703443078837491,1,1.0
2,9,3,DemandProportional,0.0011105315026462752,0.0011105315026462752,1,1.0
2,10,0,DemandProportional,0.0022574601968879237,0.0022574601968879237,1,1.0
2,10,1,DemandProportional,0.006024816977362648,0.006024816977362648,1,1.0
2,10,2,DemandProportional,0.007962478812521082,0.007962478812521082,1,1.0
2,10,3,DemandProportional,0.00666708534429422,0.00666708534429422,1,1.0
2,11,0,DemandProportional,0.0029008277681967297,0.0029008277681967297,1,1.0
2,11,1,DemandProportional,0.004835008857366752,0.004835008857366752,1,1.0
2,11,2,DemandProportional,0.002651964163030333,0.002651964163030333,1,1.0
2,11,3,DemandProportional,0.002501189149244529,0.002501189149244529,1,1.0
2,12,0,DemandProportional,0.005483199115207415,0.005483199115207415,1,1.0
2,12,1,DemandProportional,0.002394237411495679,0.002394237411495679,1,1.0
2,12,2,DemandProportional,0.002807250073899841,0.002807250073899841,1,1.0
2,12,3,DemandProportional,0.0111533038514484,0.0111533038514484,1,1.0
2,13,0,DemandProportional,0.002463945770779956,0.002463945770779956,1,1.0
2,13,1,DemandProportional,0.007467155623630995,0.007467155623630995,1,1.0
2,13,2,DemandProportional,0.009837769809953607,0.009837769809953607,1,1.0
2,13,3,DemandProportional,0.0032051817316544125,0.0032051817316544125,1,1.0
2,14,0,DemandProportional,0.002458375774831981,0.002458375774831981,1,1.0
2,14,1,DemandProportional,0.0029222401960568626,0.0029222401960568626,1,1.0
2,14,2,DemandProportional,0.0059449238729053794,0.0059449238729053794,1,1.0
2,14,3,DemandProportional,0.003524694199055062,0.003524694199055062,1,1.0
2,15,0,DemandProportional,0.0034695563333025357,0.0034695563333025357,1,1.0
2,15,1,DemandProportional,0.0037392336940818365,0.0037392336940818365,1,1.0
2,15,2,DemandProportional,0.004961106502210681,0.004961106502210681,1,1.0
2,15,3,DemandProportional,0.003977824827907873,0.003977824827907873,1,1.0
2,16,0,DemandProportional,0.003537854808310421,0.003537854808310421,1,1.0
2,16,1,DemandProportional,0.0019671931256720347,0.0019671931256720347,1,1.0
2,16,2,DemandProportional,0.003857515527384378,0.003857515527384378,1,1.0
2,16,3,DemandProportional,0.008090133919959367,0.008090133919959367,1,1.0
2,17,0,DemandProportional,0.009521756388690428,0.009521756388690428,1,1.0
2,17,1,DemandProportional,0.005301768482818135,0.005301768482818135,1,1.0
2,17,2,DemandProportional,0.0029189355991246627,0.0029189355991246627,1,1.0
2,17,3,DemandProportional,0.010300419149182151,0.010300419149182151,1,1.0
2,18,0,DemandProportional,0.0027517760226383873,0.0027517760226383873,1,1.0
2,18,1,DemandProportional,0.0007980523162281514,0.0007980523162281514,1,1.0
2,18,2,DemandProportional,0.0012324763233817575,0.0012324763233817575,1,1.0
2,18,3,DemandProportional,0.0009267614915663996,0.0009267614915663996,1,1.0
2,19,0,DemandProportional,0.0036416709317034996,0.0036416709317034996,1,1.0
2,19,1,DemandProportional,0.0014783198974458404,0.0014783198974458404,1,1.0
2,19,2,DemandProportional,0.004803178134906419,0.004803178134906419,1,1.0
2,19,3,DemandProportional,0.0030482548070284803,0.0030482548070284803,1,1.0
2,20,0,DemandProportional,0.003432859540635916,0.003432859540635916,1,1.0
2,20,1,DemandProportional,0.005298786468435208,0.005298786468435208,1,1.0
2,20,2,DemandProportional,0.0002721527665320857,0.0002721527665320857,1,1.0
2,20,3,DemandProportional,0.005038670422912313,0.005038670422912313,1,1.0
2,21,0,DemandProportional,0.0044475563676823916,0.0044475563676823916,1,1.0
2,21,1,DemandProportional,0.0002583866973908337,0.0002583866973908337,1,1.0
2,21,2,DemandProportional,0.001968889976723661,0.001968889976723661,1,1.0
2,21,3,DemandProportional,0.0036298964823678445,0.0036298964823678445,1,1.0
2,22,0,DemandProportional,0.00509215642079886,0.00509215642079886,1,1.0
2,22,1,DemandProportional,0.002400500032017579,0.002400500032017579,1,1.0
2,22,2,DemandProportional,0.004211296050632226,0.004211296050632226,1,1.0
2,22,3,DemandProportional,0.004839071410000403,0.004839071410000403,1,1.0
2,23,0,DemandProportional,0.0010255636899662904,0.0010255636899662904,1,1.0
2,23,1,DemandProportional,0.005069301192957819,0.005069301192957819,1,1.0
2,23,2,DemandProportional,0.00359643592234006,0.00359643592234006,1,1.0
2,23,3,DemandProportional,0.00949964379780594,0.00949964379780594,1,1.0
3,0,0,DemandProportional,0.001974476849297435,0.001974476849297435,1,1.0
3,0,1,DemandProportional,0.0037295393023278273,0.0037295393023278273,1,1.0
3,0,2,DemandProportional,0.002127533293107876,0.002127533293107876,1,1.0
3,0,3,DemandProportional,0.0026202932148917425,0.0026202932148917425,1,1.0
3,1,0,DemandProportional,0.0012761827735064456,0.0012761827735064456,1,1.0
3,1,1,DemandProportional,0.009678953385377944,0.009678953385377944,1,1.0
3,1,2,DemandProportional,0.0039788336088241215,0.0039788336088241215,1,1.0
3,1,3,DemandProportional,0.005208828244365876,0.005208828244365876,1,1.0
3,2,0,DemandProportional,0.0040050877504316405,0.0040050877504316405,1,1.0
3,2,1,DemandProportional,0.007858491285054729,0.007858491285054729,1,1.0
3,2,2,DemandProportional,0.006160985915279808,0.006160985915279808,1,1.0
3,2,3,DemandProportional,0.006548325911593063,0.006548325911593063,1,1.0
3,3,0,DemandProportional,0.0016466353247338772,0.0016466353247338772,1,1.0
3,3,1,DemandProportional,0.0043271170866692535,0.0043271170866692535,1,1.0
3,3,2,DemandProportional,0.002667480084283862,0.002667480084283862,1,1.0
3,3,3,DemandProportional,0.0024618096818112625,0.0024618096818112625,1,1.0
3,4,0,DemandProportional,0.00274017452969665,0.00274017452969665,1,1.0
3,4,1,DemandProportional,0.004732233948771424,0.004732233948771424,1,1.0
3,4,2,DemandProportional,0.003971375822525891,0.003971375822525891,1,1.0
3,4,3,DemandProportional,0.0034119995159312033,0.0034119995159312033,1,1.0
3,5,0,DemandProportional,0.0056634740274179255,0.0056634740274179255,1,1.0
3,5,1,DemandProportional,0.004038360882925582,0.004038360882925582,1,1.0
3,5,2,DemandProportional,0.003330995053715993,0.003330995053715993,1,1.0
3,5,3,DemandProportional,0.001288005087848105,0.001288005087848105,1,1.0
3,6,0,DemandProportional,0.002798303684323908,0.002798303684323908,1,1.0
3,6,1,DemandProportional,0.002654274166186407,0.002654274166186407,1,1.0
3,6,2,DemandProportional,0.002314587415229948,0.002314587415229948,1,1.0
3,6,3,DemandProportional,0.008031717645452468,0.008031717645452468,1,1.0
3,7,0,DemandProportional,0.004825223343390697,0.004825223343390697,1,1.0
3,7,1,DemandProportional,0.007273478893916667,0.007273478893916667,1,1.0
3,7,2,DemandProportional,0.0029991875391533313,0.0029991875391533313,1,1.0
3,7,3,DemandProportional,0.006180790001998528,0.006180790001998528,1,1.0
3,8,0,DemandProportional,0.002396596511546804,0.002396596511546804,1,1.0
3,8,1,DemandProportional,0.0027250555833204463,0.0027250555833204463,1,1.0
3,8,2,DemandProportional,0.002898730712037473,0.002898730712037473,1,1.0
3,8,3,DemandProportional,0.007175516481676675,0.007175516481676675,1,1.0
3,9,0,DemandProportional,0.0024625432198499436,0.0024625432198499436,1,1.0
3,9,1,DemandProportional,0.0070583344136860085,0.0070583344136860085,1,1.0
3,9,2,DemandProportional,0.00837831168855041,0.00837831168855041,1,1.0
3,9,3,DemandProportional,0.01009387129279983,0.01009387129279983,1,1.0
3,10,0,DemandProportional,0.0069185431403227604,0.0069185431403227604,1,1.0
3,10,1,DemandProportional,0.01221116588891925,0.01221116588891925,1,1.0
3,10,2,DemandProportional,0.0011063968049430267,0.0011063968049430267,1,1.0
3,10,3,DemandProportional,0.009670631439586729,0.009670631439586729,1,1.0
3,11,0,DemandProportional,0.001511042775077467,0.001511042775077467,1,1.0
3,11,1,DemandProportional,0.00228683516851323,0.00228683516851323,1,1.0
3,11,2,DemandProportional,0.004720463216125498,0.004720463216125498,1,1.0
3,11,3,DemandProportional,0.008232520611772376,0.008232520611772376,1,1.0
3,12,0,DemandProportional,0.0015604676723442264,0.0015604676723442264,1,1.0
3,12,1,DemandProportional,0.004317530200057047,0.004317530200057047,1,1.0
3,12,2,DemandProportional,0.0021279291519121133,0.0021279291519121133,1,1.0
3,12,3,DemandProportional,0.003976675125662889,0.003976675125662889,1,1.0
3,13,0,DemandProportional,0.0073281037083533385,0.0073281037083533385,1,1.0
3,13,1,DemandProportional,0.0002965749048391903,0.0002965749048391903,1,1.0
3,13,2,DemandProportional,0.004357710097423948,0.004357710097423948,1,1.0
3,13,3,DemandProportional,0.003914611326711459,0.003914611326711459,1,1.0
3,14,0,DemandProportional,0.004584592270081189,0.004584592270081189,1,1.0
3,14,1,DemandProportional,0.004238590862076918,0.004238590862076918,1,1.0
3,14,2,DemandProportional,0.0018341586103894174,0.0018341586103894174,1,1.0
3,14,3,DemandProportional,0.004603071959804519,0.004603071959804519,1,1.0
3,15,0,DemandProportional,0.0023880230224791097,0.0023880230224791097,1,1.0
3,15,1,DemandProportional,0.006493047692161598,0.006493047692161598,1,1.0
3,15,2,DemandProportional,0.004202471669586463,0.004202471669586463,1,1.0
3,15,3,DemandProportional,0.0058147047868909365,0.0058147047868909365,1,1.0
3,16,0,DemandProportional,0.002367468228043655,0.002367468228043655,1,1.0
3,16,1,DemandProportional,0.005287574617540193,0.005287574617540193,1,1.0
3,16,2,DemandProportional,0.0059416946507011865,0.0059416946507011865,1,1.0
3,16,3,DemandProportional,0.003980676241497722,0.003980676241497722,1,1.0
3,17,0,DemandProportional,0.004197989788432458,0.004197989788432458,1,1.0
3,17,1,DemandProportional,0.008489382777370026,0.008489382777370026,1,1.0
3,17,2,DemandProportional,0.005477228175165503,0.005477228175165503,1,1.0
3,17,3,DemandProportional,0.005707122151674444,0.005707122151674444,1,1.0
3,18,0,DemandProportional,0.004944142980927184,0.004944142980927184,1,1.0
3,18,1,DemandProportional,0.0029132738836496848,0.0029132738836496848,1,1.0
3,18,2,DemandProportional,0.004079501663768546,0.004079501663768546,1,1.0
3,18,3,DemandProportional,0.004405044829292696,0.004405044829292696,1,1.0
3,19,0,DemandProportional,0.003775632098935056,0.003775632098935056,1,1.0
3,19,1,DemandProportional,0.005056244200133892,0.005056244200133892,1,1.0
3,19,2,DemandProportional,0.0010607840686390865,0.0010607840686390865,1,1.0
3,19,3,DemandProportional,0.0031810527438431648,0.0031810527438431648,1,1.0
3,20,0,DemandProportional,0.005290922855210026,0.005290922855210026,1,1.0
