episode,step,cluster_id,selected_uav_id,selected_uav_rate_bps,match,success_probability
37,18,1,3,89089838.6305853,1,1.0
37,18,2,8,57889905.82996252,1,1.0
37,18,3,11,66218197.009830706,1,1.0
37,19,0,2,116468296.76193283,1,1.0
37,19,1,4,70532188.50462155,1,1.0
37,19,2,8,67583425.5026193,1,1.0
37,19,3,10,104974393.9713065,1,1.0
37,20,0,1,63277730.88698641,1,1.0
37,20,1,4,70882172.00351664,1,1.0
37,20,2,8,75003747.58059755,1,1.0
37,20,3,10,69946046.42632614,1,1.0
37,21,0,2,67422467.86761926,1,1.0
37,21,1,3,88393604.63433765,1,1.0
37,21,2,7,69974477.33633798,1,1.0
37,21,3,10,73855416.90058102,1,1.0
37,22,0,2,73059820.282272,1,1.0
37,22,1,3,73519329.78670864,1,1.0
37,22,2,8,71597711.56641415,1,1.0
37,22,3,10,86970281.93262397,1,1.0
37,23,0,2,70503079.73809835,1,1.0
37,23,1,3,75309077.168362,1,1.0
37,23,2,8,74688998.93012777,1,1.0
37,23,3,11,79966920.94718497,1,1.0
38,0,0,2,75862798.4264892,1,1.0
38,0,1,4,72139524.0597603,1,1.0
38,0,2,6,67763162.64997678,1,1.0
38,0,3,11,70609970.50413017,1,1.0
38,1,0,2,89023260.9317853,1,1.0
38,1,1,4,62036822.66811176,1,1.0
38,1,2,6,54721517.925630115,1,1.0
38,1,3,10,86014017.64324151,1,1.0
38,2,0,2,85667785.955195,1,1.0
38,2,1,3,73347583.21836504,1,1.0
38,2,2,8,60173088.87250479,1,1.0
38,2,3,10,76292502.72156261,1,1.0
38,3,0,0,55120825.65446322,1,1.0
38,3,1,3,69705253.01823781,1,1.0
38,3,2,7,58067023.66757524,1,1.0
38,3,3,10,74031788.28890169,1,1.0
38,4,0,2,60999648.64542465,1,1.0
38,4,1,3,71633791.80166146,1,1.0
38,4,2,8,79511098.14778665,1,1.0
38,4,3,11,70536796.66807747,1,1.0
38,5,0,2,59061036.0487454,1,1.0
38,5,1,4,102237345.03076087,1,1.0
38,5,2,7,70232358.69365384,1,1.0
38,5,3,10,75347459.59502752,1,1.0
38,6,0,2,75355205.41689871,1,1.0
38,6,1,3,72489268.68917862,1,1.0
38,6,2,8,65003285.38842856,1,1.0
38,6,3,10,69457959.65615462,1,1.0
38,7,0,2,58211318.12715201,1,1.0
38,7,1,3,73144919.7189717,1,1.0
38,7,2,8,90314557.87871158,1,1.0
38,7,3,10,79457981.42084445,1,1.0
38,8,0,2,77020320.13485572,1,1.0
38,8,1,3,77275856.77720873,1,1.0
38,8,2,6,63999787.582498714,1,1.0
38,8,3,10,87573555.44203822,1,1.0
38,9,0,2,87740651.30795613,1,1.0
38,9,1,4,52682455.39758216,1,1.0
38,9,2,8,77055388.24722622,1,1.0
38,9,3,11,113972498.45951006,1,1.0
38,10,0,2,82290232.38101526,1,1.0
38,10,1,3,69139430.98802331,1,1.0
38,10,2,6,66948150.611139186,1,1.0
38,10,3,11,91859163.8234365,1,1.0
38,11,0,2,89200802.90731536,1,1.0
38,11,1,3,87671253.60958205,1,1.0
38,11,2,8,96899601.98499799,1,1.0
38,11,3,11,70560633.91177194,1,1.0
38,12,0,2,63730777.87309886,1,1.0
38,12,1,4,75281116.34665814,1,1.0
38,12,2,8,74307121.4507519,1,1.0
38,12,3,10,84173165.03151007,1,1.0
38,13,0,2,74144590.2792018,1,1.0
38,13,1,3,72690881.38016643,1,1.0
38,13,2,7,57395411.48251052,1,1.0
38,13,3,10,69048551.4901068,1,1.0
38,14,0,2,74448024.03850766,1,1.0
38,14,1,3,92932886.24319273,1,1.0
38,14,2,8,78006588.78085384,1,1.0
38,14,3,10,92018978.41989967,1,1.0
38,15,0,2,85113846.2214759,1,1.0
38,15,1,4,65807208.37430301,1,1.0
38,15,2,8,56388578.7695111,1,1.0
38,15,3,10,72766412.65948431,1,1.0
38,16,0,2,68348028.50143915,1,1.0
38,16,1,4,75045852.06039473,1,1.0
38,16,2,8,66921968.04059903,1,1.0
38,16,3,10,88659062.1660557,1,1.0
38,17,0,0,60789022.15229891,1,1.0
38,17,1,3,87234574.50499362,1,1.0
38,17,2,6,57901921.36449128,1,1.0
38,17,3,10,72431501.42159072,1,1.0
38,18,0,0,62555048.392533086,1,1.0
38,18,1,3,84089331.33622016,1,1.0
38,18,2,8,71751237.3643178,1,1.0
38,18,3,11,66865014.01226939,1,1.0
38,19,0,2,63716839.79700044,1,1.0
38,19,1,4,65548654.36212617,1,1.0
38,19,2,6,55456662.77868212,1,1.0
38,19,3,10,74876672.82908705,1,1.0
38,20,0,2,93189968.10033692,1,1.0
38,20,1,3,85614791.45099938,1,1.0
38,20,2,8,63733340.92529176,1,1.0
38,20,3,10,92500661.6646853,1,1.0
38,21,0,2,74359688.00591223,1,1.0
38,21,1,3,95664374.51777196,1,1.0
38,21,2,6,64928208.950006664,1,1.0
38,21,3,10,80764305.84891672,1,1.0
38,22,0,2,93746884.09105854,1,1.0
38,22,1,3,63591858.645435765,1,1.0
38,22,2,8,73795831.86806883,1,1.0
38,22,3,10,78619057.67312571,1,1.0
38,23,0,2,55643308.17898477,1,1.0
38,23,1,4,71772521.95975496,1,1.0
38,23,2,8,87124755.67643042,1,1.0
38,23,3,10,79339662.53881721,1,1.0
39,0,0,2,76424621.84178086,1,1.0
39,0,1,3,64816705.949607536,1,1.0
39,0,2,8,61786322.62555818,1,1.0
39,0,3,10,68268056.5004611,1,1.0
39,1,0,2,64267087.1939165,1,1.0
39,1,1,3,84496889.25597413,1,1.0
39,1,2,8,117107558.25707284,1,1.0
39,1,3,10,76901578.08562176,1,1.0
39,2,0,2,61875780.25778236,1,1.0
39,2,1,4,59806501.393937096,1,1.0
39,2,2,8,63174285.315711185,1,1.0
39,2,3,10,64341808.64229268,1,1.0
39,3,0,2,85004447.46405818,1,1.0
39,3,1,3,74034437.07390012,1,1.0
39,3,2,8,77226896.39141576,1,1.0
39,3,3,10,80307380.64848289,1,1.0
39,4,0,0,69688470.62451823,1,1.0
39,4,1,3,75599396.07335275,1,1.0
39,4,2,8,71963911.22724722,1,1.0
39,4,3,10,66171271.80590941,1,1.0
39,5,0,2,63280611.85278031,1,1.0
39,5,1,3,79513538.69155501,1,1.0
39,5,2,8,79681386.95769987,1,1.0
39,5,3,11,66359843.60622116,1,1.0
39,6,0,2,68253522.89034587,1,1.0
39,6,1,3,59347476.16224314,1,1.0
39,6,2,8,60322537.24663916,1,1.0
39,6,3,10,84360188.73220563,1,1.0
39,7,0,2,73440657.35580592,1,1.0
39,7,1,3,87215295.01780589,1,1.0
39,7,2,8,92229208.25125642,1,1.0
39,7,3,10,80102873.73070958,1,1.0
39,8,0,1,60996529.248636395,1,1.0
39,8,1,4,64666907.79942387,1,1.0
39,8,2,8,63402840.07921664,1,1.0
39,8,3,11,65303358.509507924,1,1.0
39,9,0,0,76679796.89821671,1,1.0
39,9,1,4,63920181.314851664,1,1.0
39,9,2,7,62102133.315706775,1,1.0
39,9,3,10,73008686.28508279,1,1.0
39,10,0,2,75520764.54840659,1,1.0
39,10,1,4,63932518.724180855,1,1.0
39,10,2,6,59426793.17135553,1,1.0
39,10,3,11,70393350.01954177,1,1.0
39,11,0,2,69420961.81453472,1,1.0
39,11,1,3,92951904.63179287,1,1.0
39,11,2,8,75437457.37682258,1,1.0
39,11,3,10,86036114.35222666,1,1.0
39,12,0,2,71904638.7726837,1,1.0
39,12,1,3,86467618.86340803,1,1.0
39,12,2,7,63817704.0020242,1,1.0
39,12,3,10,76624223.26004839,1,1.0
39,13,0,2,80820441.43678835,1,1.0
39,13,1,3,69934361.98952769,1,1.0
39,13,2,8,55561051.95073172,1,1.0
39,13,3,11,80893917.89781772,1,1.0
39,14,0,1,56410424.84310166,1,1.0
39,14,1,3,65260212.39260909,1,1.0
39,14,2,8,76808200.67457569,1,1.0
39,14,3,11,69763098.79523627,1,1.0
39,15,0,2,63532447.56363502,1,1.0
39,15,1,3,60511735.28553765,1,1.0
39,15,2,8,70350304.141387,1,1.0
39,15,3,10,86108001.91730423,1,1.0
39,16,0,2,58430578.5424551,1,1.0
39,16,1,3,82074748.56563228,1,1.0
39,16,2,8,61227889.230649866,1,1.0
39,16,3,11,68075361.62886102,1,1.0
39,17,0,2,67373162.39313242,1,1.0
39,17,1,4,69813668.77463068,1,1.0
39,17,2,7,59407031.84484418,1,1.0
39,17,3,10,68246502.70708406,1,1.0
39,18,0,2,87067741.9241366,1,1.0
39,18,1,3,89791386.68820365,1,1.0
39,18,2,8,68571850.89253287,1,1.0
39,18,3,10,71908387.89053565,1,1.0
39,19,0,0,62960460.31004758,1,1.0
39,19,1,3,76349944.4619137,1,1.0
39,19,2,8,63169596.93622126,1,1.0
39,19,3,10,82227449.81153838,1,1.0
39,20,0,2,96950599.5197451,1,1.0
39,20,1,4,65504437.90373054,1,1.0
39,20,2,8,65323829.78678078,1,1.0
39,20,3,9,54752861.68202754,1,1.0
39,21,0,2,71817673.01692756,1,1.0
39,21,1,4,80535297.32532501,1,1.0
39,21,2,8,70328145.89684649,1,1.0
39,21,3,10,73983041.56245087,1,1.0
39,22,0,2,88270415.63138139,1,1.0
39,22,1,4,63197925.16389924,1,1.0
39,22,2,8,58665720.2863745,1,1.0
39,22,3,10,93265614.48124152,1,1.0
39,23,0,2,69464434.19276509,1,1.0
39,23,1,3,80053635.70533812,1,1.0
39,23,2,7,71989157.92700085,1,1.0
39,23,3,11,74792191.14272963,1,1.0
40,0,0,2,67429908.62726578,1,1.0
40,0,1,3,93184315.24265166,1,1.0
40,0,2,7,74139629.21062727,1,1.0
40,0,3,10,84867344.27814919,1,1.0
40,1,0,1,54476353.42534071,1,1.0
40,1,1,3,68294615.93772566,1,1.0
40,1,2,8,59614494.101449534,1,1.0
40,1,3,10,87829406.76026839,1,1.0
40,2,0,2,63155286.18471027,1,1.0
40,2,1,3,65321965.66605556,1,1.0
40,2,2,8,77544285.01359828,1,1.0
40,2,3,10,90341829.64559168,1,1.0
40,3,0,0,55023140.48274414,1,1.0
40,3,1,4,77936759.02476133,1,1.0
40,3,2,8,65048589.226507366,1,1.0
40,3,3,10,78343253.21761589,1,1.0
40,4,0,0,61718151.75356088,1,1.0
40,4,1,3,78614890.21303907,1,1.0
40,4,2,8,78513213.11938085,1,1.0
40,4,3,11,67042787.951857924,1,1.0
40,5,0,2,59717986.045209005,1,1.0
40,5,1,3,74232741.437161,1,1.0
40,5,2,8,80522021.07991454,1,1.0
40,5,3,10,82738252.29465432,1,1.0
40,6,0,2,84752186.03908047,1,1.0
40,6,1,3,86839860.05997692,1,1.0
40,6,2,8,88929002.755862,1,1.0
40,6,3,11,68230475.21401426,1,1.0
40,7,0,1,64341274.87604851,1,1.0
40,7,1,3,69817340.40069571,1,1.0
40,7,2,8,73433738.90563114,1,1.0
40,7,3,11,65810925.96776044,1,1.0
40,8,0,2,60034449.190214425,1,1.0
40,8,1,4,66195702.84895674,1,1.0
40,8,2,8,72985365.59719855,1,1.0
40,8,3,10,67410767.95553045,1,1.0
40,9,0,2,60120323.957902566,1,1.0
40,9,1,3,78140299.43550546,1,1.0
40,9,2,8,89605368.20269293,1,1.0
40,9,3,11,90168811.14698863,1,1.0
40,10,0,2,82630698.07484281,1,1.0
40,10,1,3,65641579.227889694,1,1.0
40,10,2,8,65022180.183808774,1,1.0
40,10,3,10,95223077.83611041,1,1.0
40,11,0,0,87866562.43573092,1,1.0
40,11,1,3,75988470.08563225,1,1.0
40,11,2,8,76238948.12917389,1,1.0
40,11,3,10,106414127.7740519,1,1.0
40,12,0,2,71358048.19555348,1,1.0
40,12,1,3,78451924.30239218,1,1.0
40,12,2,7,63795956.08827553,1,1.0
40,12,3,10,76831095.37622888,1,1.0
40,13,0,2,65520464.812177174,1,1.0
40,13,1,3,78934821.24057707,1,1.0
40,13,2,8,66979728.552536935,1,1.0
40,13,3,10,76355808.33809309,1,1.0
40,14,0,2,74436283.41221292,1,1.0
40,14,1,3,85982479.7158115,1,1.0
40,14,2,8,75209804.15119627,1,1.0
40,14,3,10,71551795.61381659,1,1.0
40,15,0,2,77111869.03138912,1,1.0
40,15,1,3,91055682.77564448,1,1.0
40,15,2,8,70392043.67863059,1,1.0
40,15,3,10,79401609.9377515,1,1.0
40,16,0,2,77196450.92359737,1,1.0
40,16,1,4,66421016.05662879,1,1.0
40,16,2,7,57468804.76296128,1,1.0
40,16,3,10,77779760.49983205,1,1.0
40,17,0,2,76495854.16539906,1,1.0
40,17,1,3,71148242.22681324,1,1.0
40,17,2,8,64679759.38628727,1,1.0
40,17,3,11,64320798.49126673,1,1.0
40,18,0,2,67806362.48251547,1,1.0
40,18,1,4,68139754.15068845,1,1.0
40,18,2,8,67075944.08987198,1,1.0
40,18,3,10,88220072.03609721,1,1.0
40,19,0,2,65095805.670444675,1,1.0
40,19,1,3,81377812.84477939,1,1.0
40,19,2,8,71195652.40448792,1,1.0
40,19,3,10,88844504.82294129,1,1.0
40,20,0,2,75451399.67173377,1,1.0
40,20,1,4,83841740.06950007,1,1.0
40,20,2,8,67497895.14421047,1,1.0
40,20,3,10,75271190.10857803,1,1.0
40,21,0,2,89312605.5865101,1,1.0
40,21,1,4,64800086.37055076,1,1.0
40,21,2,8,93717951.55640775,1,1.0
40,21,3,10,76949651.4365713,1,1.0
40,22,0,2,90718510.32743458,1,1.0
40,22,1,3,73363940.51842326,1,1.0
40,22,2,8,71524307.58962904,1,1.0
40,22,3,10,62512024.79691915,1,1.0
40,23,0,2,69120381.24867369,1,1.0
40,23,1,3,74968731.96317284,1,1.0
40,23,2,8,58867596.792415686,1,1.0
40,23,3,10,81245430.15775461,1,1.0
41,0,0,2,71281554.61877297,1,1.0
41,0,1,3,78459517.54996051,1,1.0
41,0,2,6,60040209.63628765,1,1.0
41,0,3,10,76033240.298248,1,1.0
41,1,0,2,61767304.3927531,1,1.0
41,1,1,3,68138219.496706,1,1.0
41,1,2,8,64024777.11587199,1,1.0
41,1,3,11,79459975.14365457,1,1.0
41,2,0,2,87689797.59897934,1,1.0
41,2,1,4,79773056.42269926,1,1.0
41,2,2,7,59926573.39377537,1,1.0
41,2,3,10,83170306.03650892,1,1.0
41,3,0,2,63128273.99596559,1,1.0
41,3,1,3,77697350.27393582,1,1.0
41,3,2,8,62241789.623665884,1,1.0
41,3,3,10,80323453.1753489,1,1.0
41,4,0,1,53808959.52778677,1,1.0
41,4,1,4,87197637.47784774,1,1.0
41,4,2,8,89708028.13775308,1,1.0
41,4,3,11,66791988.460068904,1,1.0
41,5,0,2,84488872.27856286,1,1.0
41,5,1,3,74245958.38783632,1,1.0
41,5,2,8,68489524.43861592,1,1.0
41,5,3,10,77035702.10128528,1,1.0
41,6,0,2,64399728.586365394,1,1.0
41,6,1,4,78677578.26172364,1,1.0
41,6,2,6,56611189.62922999,1,1.0
41,6,3,10,95595504.17238745,1,1.0
41,7,0,1,64890986.1101184,1,1.0
41,7,1,4,68416584.59309326,1,1.0
41,7,2,8,74385557.53922686,1,1.0
41,7,3,10,78888845.01756209,1,1.0
41,8,0,2,92029053.78608046,1,1.0
41,8,1,3,74072661.45159535,1,1.0
41,8,2,6,60459157.08243405,1,1.0
41,8,3,10,76005579.22373183,1,1.0
41,9,0,2,82275391.49749322,1,1.0
41,9,1,3,73198235.11105692,1,1.0
41,9,2,8,98768685.11082688,1,1.0
41,9,3,11,72782900.00661455,1,1.0
41,10,0,2,65270126.99543351,1,1.0
41,10,1,3,78706845.98178086,1,1.0
41,10,2,8,76373770.61525765,1,1.0
41,10,3,10,92061913.45060846,1,1.0
41,11,0,2,67545120.79408392,1,1.0
41,11,1,4,72098893.41646877,1,1.0
41,11,2,7,53854376.09745381,1,1.0
41,11,3,10,69837087.07065016,1,1.0
41,12,0,2,83981940.15913983,1,1.0
41,12,1,4,70545655.22577254,1,1.0
41,12,2,8,76909999.27812594,1,1.0
41,12,3,10,80679263.9019391,1,1.0
41,13,0,2,67921753.04305969,1,1.0
41,13,1,3,66091009.81607826,1,1.0
41,13,2,8,86537595.15451415,1,1.0
41,13,3,10,81648181.44084081,1,1.0
41,14,0,1,66359922.13324473,1,1.0
41,14,1,3,81246321.1099566,1,1.0
41,14,2,8,59670544.207688965,1,1.0
41,14,3,10,71317667.63714044,1,1.0
41,15,0,0,61606138.75492119,1,1.0
41,15,1,3,85363152.02605483,1,1.0
41,15,2,7,58576494.78296769,1,1.0
41,15,3,10,78942250.63898358,1,1.0
41,16,0,2,69452458.24240609,1,1.0
41,16,1,3,87529381.73629038,1,1.0
41,16,2,8,55666267.35727282,1,1.0
41,16,3,11,71519651.50334916,1,1.0
41,17,0,2,60925107.44495483,1,1.0
41,17,1,3,84060316.06850174,1,1.0
41,17,2,8,74044834.98157096,1,1.0
41,17,3,10,75914943.8333561,1,1.0
41,18,0,2,66851779.880446225,1,1.0
41,18,1,3,76859210.35875596,1,1.0
41,18,2,8,70380403.7924174,1,1.0
41,18,3,10,69562759.1437472,1,1.0
41,19,0,2,72312250.14281587,1,1.0
41,19,1,3,104797084.69047406,1,1.0
41,19,2,8,62316406.6242667,1,1.0
41,19,3,10,93002968.38611878,1,1.0
41,20,0,2,91285378.6260615,1,1.0
41,20,1,4,57441985.69576073,1,1.0
41,20,2,6,63740978.162155144,1,1.0
41,20,3,10,66481083.690237336,1,1.0
41,21,0,2,67941397.70816812,1,1.0
41,21,1,3,60934889.307483435,1,1.0
41,21,2,8,62382034.01538518,1,1.0
41,21,3,10,99691905.7920558,1,1.0
41,22,0,2,88070388.65539627,1,1.0
41,22,1,3,74974070.89660348,1,1.0
41,22,2,7,64947150.50767178,1,1.0
41,22,3,10,79064228.57001372,1,1.0
41,23,0,2,68436586.45688255,1,1.0
41,23,1,3,84100958.53592823,1,1.0
41,23,2,8,62373825.59595491,1,1.0
41,23,3,11,62268189.19996424,1,1.0
42,0,0,2,54920609.2719547,1,1.0
42,0,1,3,80121108.61941881,1,1.0
42,0,2,8,90101392.1311029,1,1.0
42,0,3,10,87135621.904032,1,1.0
42,1,0,2,73596322.08933093,1,1.0
42,1,1,3,75688679.19430701,1,1.0
42,1,2,8,73508098.48086211,1,1.0
42,1,3,10,68102603.92465064,1,1.0
42,2,0,2,77588882.40318556,1,1.0
42,2,1,3,84772391.66756518,1,1.0
42,2,2,6,55896870.86811219,1,1.0
42,2,3,10,65599865.010510474,1,1.0
42,3,0,1,66861040.25325614,1,1.0
42,3,1,4,63306446.27252109,1,1.0
42,3,2,8,69100697.00133175,1,1.0
42,3,3,10,66649821.8663559,1,1.0
42,4,0,2,64613883.737345934,1,1.0
42,4,1,4,79489451.01454395,1,1.0
42,4,2,8,72579546.625422,1,1.0
42,4,3,10,72131320.69849169,1,1.0
42,5,0,2,67627136.18392952,1,1.0
42,5,1,3,67582704.99011572,1,1.0
42,5,2,8,63433827.23776962,1,1.0
42,5,3,11,70641393.358403,1,1.0
42,6,0,2,69683327.26478238,1,1.0
42,6,1,3,81183120.24682426,1,1.0
42,6,2,7,57097707.043002255,1,1.0
42,6,3,10,82668518.67810906,1,1.0
42,7,0,2,73843635.96978967,1,1.0
42,7,1,3,67880408.36621773,1,1.0
42,7,2,8,82874712.6419458,1,1.0
42,7,3,10,79225722.3297865,1,1.0
42,8,0,2,75537246.01560594,1,1.0
42,8,1,4,65828601.974661216,1,1.0
42,8,2,8,56888484.070251055,1,1.0
42,8,3,11,84310061.27394179,1,1.0
42,9,0,2,73462542.30108488,1,1.0
42,9,1,3,77757972.62195088,1,1.0
42,9,2,8,67386435.47126473,1,1.0
42,9,3,11,74863385.3810208,1,1.0
42,10,0,2,83578159.62153149,1,1.0
42,10,1,3,71379174.48804711,1,1.0
42,10,2,8,82425937.3327016,1,1.0
42,10,3,10,63322141.92843398,1,1.0
42,11,0,2,74409931.13060738,1,1.0
42,11,1,3,93416606.58811499,1,1.0
42,11,2,8,71177531.68526094,1,1.0
42,11,3,11,69206549.62119655,1,1.0
42,12,0,2,72146861.98737185,1,1.0
42,12,1,3,100529658.29705745,1,1.0
42,12,2,8,79722946.23882769,1,1.0
42,12,3,10,63013494.37250513,1,1.0
42,13,0,2,64821438.30249123,1,1.0
42,13,1,3,104713341.78262016,1,1.0
42,13,2,8,82943454.97178441,1,1.0
42,13,3,10,88180434.41508456,1,1.0
42,14,0,0,61845287.088451244,1,1.0
42,14,1,3,77681517.63963555,1,1.0
42,14,2,8,63034676.27633368,1,1.0
42,14,3,10,75585833.48061341,1,1.0
42,15,0,2,65001956.56491704,1,1.0
42,15,1,3,67492187.22079094,1,1.0
42,15,2,8,85243426.39830579,1,1.0
42,15,3,11,64418345.80501444,1,1.0
42,16,0,2,68009031.84413409,1,1.0
42,16,1,3,63259154.62896071,1,1.0
42,16,2,8,64275936.356174305,1,1.0
42,16,3,10,77583784.07345437,1,1.0
42,17,0,2,66324079.24982665,1,1.0
42,17,1,3,93386699.93521519,1,1.0
42,17,2,8,71948511.15583062,1,1.0
42,17,3,10,70300790.45567234,1,1.0
42,18,0,2,80192831.01230152,1,1.0
42,18,1,4,61834062.71035738,1,1.0
42,18,2,8,62668266.00181722,1,1.0
42,18,3,10,82599495.29763472,1,1.0
42,19,0,2,74151045.43760887,1,1.0
42,19,1,3,80611369.56167345,1,1.0
42,19,2,7,61823683.767103165,1,1.0
42,19,3,11,68184262.27521577,1,1.0
42,20,0,0,64840442.23734487,1,1.0
42,20,1,3,80257818.46582498,1,1.0
42,20,2,8,64604382.61367375,1,1.0
42,20,3,11,65152719.65245886,1,1.0
42,21,0,2,71132805.42312247,1,1.0
42,21,1,3,77150670.87585498,1,1.0
42,21,2,8,54640460.91064268,1,1.0
42,21,3,10,69919786.2120116,1,1.0
42,22,0,2,68963168.2193974,1,1.0
42,22,1,3,63481448.49032652,1,1.0
42,22,2,8,58241888.939209744,1,1.0
42,22,3,10,77146324.83744211,1,1.0
42,23,0,0,67244839.7047708,1,1.0
42,23,1,4,77094995.91852035,1,1.0
42,23,2,8,56652154.439681076,1,1.0
42,23,3,10,97475937.3837622,1,1.0
43,0,0,2,94611451.47578613,1,1.0
43,0,1,4,62327145.21852046,1,1.0
43,0,2,6,61864076.51387102,1,1.0
43,0,3,11,105154470.28020178,1,1.0
43,1,0,2,65649082.40140894,1,1.0
43,1,1,3,60066513.56739145,1,1.0
43,1,2,8,64923250.55263714,1,1.0
43,1,3,10,99761635.48398559,1,1.0
43,2,0,2,69109640.19114581,1,1.0
43,2,1,3,86994795.11931752,1,1.0
43,2,2,8,73588739.08413623,1,1.0
43,2,3,11,78137370.59032771,1,1.0
43,3,0,0,53910424.15142533,1,1.0
43,3,1,3,62560962.98293733,1,1.0
43,3,2,8,64726552.41081317,1,1.0
43,3,3,11,67103741.37853517,1,1.0
43,4,0,0,59451675.11716752,1,1.0
43,4,1,3,76569614.15307894,1,1.0
43,4,2,8,71725346.2170683,1,1.0
43,4,3,10,88316224.38443916,1,1.0
43,5,0,2,67203253.85210931,1,1.0
43,5,1,3,82586745.66108699,1,1.0
43,5,2,8,63738605.02592739,1,1.0
43,5,3,10,80385088.32398516,1,1.0
43,6,0,2,76043936.32884611,1,1.0
43,6,1,3,75936942.07751958,1,1.0
43,6,2,8,68637773.6889011,1,1.0
43,6,3,10,91983652.4178645,1,1.0
43,7,0,2,62996923.22673352,1,1.0
43,7,1,4,60392973.95561143,1,1.0
43,7,2,7,76353956.29106136,1,1.0
43,7,3,11,71246259.14117599,1,1.0
43,8,0,2,82020296.47992264,1,1.0
43,8,1,3,69225670.03545904,1,1.0
43,8,2,8,58895815.38728891,1,1.0
43,8,3,10,70455099.35135007,1,1.0
43,9,0,2,63433229.10217003,1,1.0
43,9,1,3,64587228.52081057,1,1.0
43,9,2,6,80121063.94459243,1,1.0
43,9,3,10,73974236.91583322,1,1.0
43,10,0,2,63484146.18228196,1,1.0
43,10,1,3,93247169.3915938,1,1.0
43,10,2,8,78611020.49356696,1,1.0
43,10,3,10,76483409.03651139,1,1.0
43,11,0,2,88585134.94216076,1,1.0
43,11,1,4,71339951.3915574,1,1.0
43,11,2,8,55959475.69481477,1,1.0
43,11,3,10,74023621.7025379,1,1.0
43,12,0,2,90962365.58368531,1,1.0
43,12,1,3,59517307.038922586,1,1.0
43,12,2,7,65539487.33351518,1,1.0
43,12,3,10,83976587.75078425,1,1.0
43,13,0,2,74519099.18897286,1,1.0
43,13,1,3,64133348.79934614,1,1.0
43,13,2,8,64165484.45603608,1,1.0
43,13,3,10,88230224.56557465,1,1.0
43,14,0,2,75279747.16522409,1,1.0
43,14,1,4,74972411.31847945,1,1.0
43,14,2,7,59176369.43457351,1,1.0
43,14,3,10,79471129.9236483,1,1.0
43,15,0,1,61356055.550522946,1,1.0
43,15,1,3,62662806.622295745,1,1.0
43,15,2,7,80170904.26812884,1,1.0
43,15,3,10,85872270.98731267,1,1.0
43,16,0,2,87721207.7856191,1,1.0
43,16,1,4,68681055.87521298,1,1.0
43,16,2,7,59560054.69790154,1,1.0
43,16,3,10,62775017.495770335,1,1.0
43,17,0,2,67272405.65571333,1,1.0
43,17,1,3,73375011.22568114,1,1.0
43,17,2,8,63845978.97899893,1,1.0
43,17,3,10,79610029.34650558,1,1.0
43,18,0,2,61456811.87187634,1,1.0
43,18,1,3,67867788.4149133,1,1.0
43,18,2,8,73227969.5215439,1,1.0
43,18,3,10,98894274.8280262,1,1.0
43,19,0,0,65027216.85368631,1,1.0
43,19,1,3,63650241.56472669,1,1.0
43,19,2,8,61783007.288638465,1,1.0
43,19,3,9,63607844.220958784,1,1.0
43,20,0,2,63260288.87624797,1,1.0
43,20,1,3,124487248.20628782,1,1.0
43,20,2,8,67024521.244251065,1,1.0
43,20,3,10,68132206.52057387,1,1.0
43,21,0,2,55045519.24850181,1,1.0
43,21,1,3,69770781.31185429,1,1.0
43,21,2,7,54430449.73404622,1,1.0
43,21,3,10,70253460.3651457,1,1.0
43,22,0,2,104317288.4055309,1,1.0
43,22,1,4,58830090.78109668,1,1.0
43,22,2,8,60211971.144872166,1,1.0
43,22,3,10,88465101.70482175,1,1.0
43,23,0,2,97836323.42718379,1,1.0
43,23,1,3,67593547.39474829,1,1.0
43,23,2,7,60727694.460242316,1,1.0
43,23,3,10,72331539.05310065,1,1.0
44,0,0,1,70786852.98240058,1,1.0
44,0,1,4,61172119.31736184,1,1.0
44,0,2,8,52712379.923600785,1,1.0
44,0,3,10,82500916.53674412,1,1.0
44,1,0,2,77404611.23828693,1,1.0
44,1,1,3,70790500.80036192,1,1.0
44,1,2,8,66911870.65244551,1,1.0
44,1,3,10,60991726.37806727,1,1.0
44,2,0,2,71670077.5305285,1,1.0
44,2,1,3,82804327.34201148,1,1.0
44,2,2,8,70378940.50854993,1,1.0
44,2,3,10,89877831.08154708,1,1.0
44,3,0,0,65174895.128668904,1,1.0
44,3,1,3,105132779.50323625,1,1.0
44,3,2,7,84237248.38664703,1,1.0
44,3,3,10,91922996.74365981,1,1.0
44,4,0,1,54304344.62576641,1,1.0
44,4,1,3,58512190.6799269,1,1.0
44,4,2,6,60871584.53548948,1,1.0
44,4,3,10,79251432.94340634,1,1.0
44,5,0,2,64883482.526136324,1,1.0
44,5,1,3,74403840.59923089,1,1.0
44,5,2,8,79813690.0071202,1,1.0
44,5,3,10,69575656.5497136,1,1.0
44,6,0,1,64810463.608672224,1,1.0
44,6,1,3,92356106.95293766,1,1.0
44,6,2,7,61572059.615705065,1,1.0
44,6,3,11,68583675.7054736,1,1.0
44,7,0,0,68246573.77212305,1,1.0
44,7,1,4,65048222.890016384,1,1.0
44,7,2,8,66762943.34424113,1,1.0
44,7,3,10,69477877.75665833,1,1.0
44,8,0,2,68348194.97787482,1,1.0
44,8,1,4,65543484.76975249,1,1.0
44,8,2,8,105921005.40261555,1,1.0
44,8,3,10,70573392.6626247,1,1.0
