episode,step,veh_id,selected_path,selected_latency_ms,classical_best_latency_ms,match,success_probability
2,23,2,Direct,0.01130888857804462,0.01130888857804462,1,1.0
2,23,9,Direct,0.02187567770272493,0.02187567770272493,1,1.0
2,23,14,Direct,17.934253048027312,17.934253048027312,1,1.0
3,0,9,Direct,0.2727727496847912,0.2727727496847912,1,1.0
3,1,7,Direct,0.07751615011196314,0.07751615011196314,1,1.0
3,2,5,Direct,0.03661800366184776,0.03661800366184776,1,1.0
3,2,13,Direct,0.010897783340793995,0.010897783340793995,1,1.0
3,2,14,Direct,7.720029220182612,7.720029220182612,1,1.0
3,2,15,Direct,0.017707084097315893,0.017707084097315893,1,1.0
3,3,15,Direct,0.011552484806116262,0.011552484806116262,1,1.0
3,4,12,Direct,0.06288257474604464,0.06288257474604464,1,1.0
3,5,7,Direct,0.01816339840275687,0.01816339840275687,1,1.0
3,6,0,Direct,0.016857695253357636,0.016857695253357636,1,1.0
3,7,14,Direct,2.119622689190657,2.119622689190657,1,1.0
3,8,1,Direct,0.010644476625358322,0.010644476625358322,1,1.0
3,8,4,Direct,0.05543406074796618,0.05543406074796618,1,1.0
3,8,14,Direct,0.020981809329242273,0.020981809329242273,1,1.0
3,9,5,Direct,0.11239817307644974,0.11239817307644974,1,1.0
3,9,9,Direct,0.010139579415476272,0.010139579415476272,1,1.0
3,9,12,Direct,0.5050879864244615,0.5050879864244615,1,1.0
3,9,15,Direct,0.02097599883784245,0.02097599883784245,1,1.0
3,10,0,Direct,10.349153108456807,10.349153108456807,1,1.0
3,10,11,Direct,0.09576694102631042,0.09576694102631042,1,1.0
3,10,13,Direct,12.903022550386249,12.903022550386249,1,1.0
3,10,15,Direct,0.010555323221845369,0.010555323221845369,1,1.0
3,11,5,Direct,0.021326955275903687,0.021326955275903687,1,1.0
3,12,13,Direct,0.21970993466281782,0.21970993466281782,1,1.0
3,13,4,Direct,0.1879963956427676,0.1879963956427676,1,1.0
3,13,7,Direct,0.02364421879520346,0.02364421879520346,1,1.0
3,13,8,Direct,0.0943427747113257,0.0943427747113257,1,1.0
3,14,7,Direct,1.4537527771040089,1.4537527771040089,1,1.0
3,15,15,Direct,0.00880795802457791,0.00880795802457791,1,1.0
3,16,7,Direct,0.10645470824098203,0.10645470824098203,1,1.0
3,17,4,Direct,29.365987017302032,29.365987017302032,1,1.0
3,17,6,Direct,0.018578222731191883,0.018578222731191883,1,1.0
3,18,6,Direct,7.252434060588778,7.252434060588778,1,1.0
3,18,12,Direct,0.12243715035643185,0.12243715035643185,1,1.0
3,19,0,Direct,0.010757000284809904,0.010757000284809904,1,1.0
3,19,5,Direct,0.01733983437266928,0.01733983437266928,1,1.0
3,19,15,Direct,0.012166031806192386,0.012166031806192386,1,1.0
3,20,7,Direct,0.020001440038075333,0.020001440038075333,1,1.0
3,21,7,Direct,0.0679902274144784,0.0679902274144784,1,1.0
3,22,13,Direct,0.026009150888005383,0.026009150888005383,1,1.0
3,23,12,Direct,0.0739546118965567,0.0739546118965567,1,1.0
3,23,15,Direct,0.8891501073321574,0.8891501073321574,1,1.0
4,0,0,Direct,0.6324299476373596,0.6324299476373596,1,1.0
4,0,6,Direct,0.010966406478693593,0.010966406478693593,1,1.0
4,0,13,Direct,0.01995568534783505,0.01995568534783505,1,1.0
4,1,8,Direct,0.015996826072711117,0.015996826072711117,1,1.0
4,1,13,Direct,0.008850490731805926,0.008850490731805926,1,1.0
4,3,4,Direct,0.4496499947070159,0.4496499947070159,1,1.0
4,4,10,Direct,3.8486755084698805,3.8486755084698805,1,1.0
4,4,14,Direct,0.02238297605746727,0.02238297605746727,1,1.0
4,5,14,Direct,0.05738911588611983,0.05738911588611983,1,1.0
4,6,0,Direct,12.966411079720993,12.966411079720993,1,1.0
4,6,2,Direct,3.593901152678048,3.593901152678048,1,1.0
4,6,5,Direct,0.019548321784420186,0.019548321784420186,1,1.0
4,6,7,Direct,0.029339095151123516,0.029339095151123516,1,1.0
4,6,9,Direct,0.010815835481440914,0.010815835481440914,1,1.0
4,6,10,Direct,0.8022988705263296,0.8022988705263296,1,1.0
4,6,12,Direct,0.4388498598659344,0.4388498598659344,1,1.0
4,7,0,Direct,0.030501457470656107,0.030501457470656107,1,1.0
4,7,3,Direct,0.010204583103248175,0.010204583103248175,1,1.0
4,7,5,Direct,1.224605147885672,1.224605147885672,1,1.0
4,9,4,Direct,111.306928745587,111.306928745587,1,1.0
4,9,6,Direct,0.012576886406314254,0.012576886406314254,1,1.0
4,9,9,Direct,0.007731124196225414,0.007731124196225414,1,1.0
4,10,3,Direct,0.011172061183957048,0.011172061183957048,1,1.0
4,10,5,ViaRelay,47.94424644751426,47.94424644751426,1,1.0
4,10,8,Direct,0.11858052879009902,0.11858052879009902,1,1.0
4,12,9,Direct,0.008122335921522637,0.008122335921522637,1,1.0
4,13,2,Direct,0.028228394752052223,0.028228394752052223,1,1.0
4,13,10,Direct,0.07312495075724645,0.07312495075724645,1,1.0
4,13,12,Direct,2.876905510820297,2.876905510820297,1,1.0
4,14,5,Direct,19.528477854409342,19.528477854409342,1,1.0
4,14,8,Direct,0.020484492559611798,0.020484492559611798,1,1.0
4,16,5,Direct,0.1434406567868983,0.1434406567868983,1,1.0
4,16,6,Direct,0.00928984868323704,0.00928984868323704,1,1.0
4,16,8,Direct,0.015093775045977077,0.015093775045977077,1,1.0
4,18,2,Direct,0.010357549603348545,0.010357549603348545,1,1.0
4,18,7,Direct,0.4989491196852663,0.4989491196852663,1,1.0
4,19,1,Direct,0.03488449198484045,0.03488449198484045,1,1.0
4,19,3,Direct,0.007894495647639797,0.007894495647639797,1,1.0
4,20,5,Direct,20.903829867625355,20.903829867625355,1,1.0
4,21,6,Direct,0.033563139936124566,0.033563139936124566,1,1.0
4,21,13,Direct,0.006305127886427482,0.006305127886427482,1,1.0
4,22,4,Direct,0.02043938821585972,0.02043938821585972,1,1.0
4,23,4,Direct,0.09009710012360368,0.09009710012360368,1,1.0
4,23,5,Direct,0.0865085260031498,0.0865085260031498,1,1.0
4,23,9,Direct,2.4565296981802303,2.4565296981802303,1,1.0
5,0,3,Direct,0.009647370741840902,0.009647370741840902,1,1.0
5,2,15,Direct,0.040432100011648826,0.040432100011648826,1,1.0
5,4,5,Direct,0.022002579691159513,0.022002579691159513,1,1.0
5,4,8,Direct,12.650489549109365,12.650489549109365,1,1.0
5,4,10,Direct,0.018182355001552516,0.018182355001552516,1,1.0
5,5,4,Direct,0.16619333482149554,0.16619333482149554,1,1.0
5,5,11,Direct,0.09298247718067959,0.09298247718067959,1,1.0
5,5,14,Direct,0.062444340696639386,0.062444340696639386,1,1.0
5,5,15,Direct,39.27025289775656,39.27025289775656,1,1.0
5,6,5,Direct,50.696507791598876,50.696507791598876,1,1.0
5,6,10,Direct,0.11116404347981998,0.11116404347981998,1,1.0
5,10,2,Direct,0.3971909700588557,0.3971909700588557,1,1.0
5,10,4,Direct,0.03730918440370705,0.03730918440370705,1,1.0
5,11,13,Direct,0.7098624366165458,0.7098624366165458,1,1.0
5,13,2,Direct,0.027533111344774083,0.027533111344774083,1,1.0
5,13,10,Direct,0.040532434412797816,0.040532434412797816,1,1.0
5,15,11,Direct,35.88109369890604,35.88109369890604,1,1.0
5,15,13,Direct,0.014300306581184197,0.014300306581184197,1,1.0
5,16,2,Direct,0.114980153052395,0.114980153052395,1,1.0
5,16,3,Direct,0.011680557659161928,0.011680557659161928,1,1.0
5,17,5,Direct,0.03911601704898588,0.03911601704898588,1,1.0
5,19,0,Direct,0.010568246240665585,0.010568246240665585,1,1.0
5,20,2,Direct,0.020077779284947472,0.020077779284947472,1,1.0
5,21,5,Direct,4.206281742864654,4.206281742864654,1,1.0
5,21,8,Direct,0.028746820411350283,0.028746820411350283,1,1.0
5,21,14,Direct,0.031098724526562736,0.031098724526562736,1,1.0
5,22,3,Direct,0.012870285884215554,0.012870285884215554,1,1.0
5,22,8,Direct,0.022891994578530184,0.022891994578530184,1,1.0
5,23,14,Direct,0.3420627829795188,0.3420627829795188,1,1.0
6,1,4,Direct,0.3793447657779014,0.3793447657779014,1,1.0
6,4,9,Direct,0.007937909985481243,0.007937909985481243,1,1.0
6,4,12,Direct,63.447397334697925,63.447397334697925,1,1.0
6,5,15,Direct,0.012961959136096773,0.012961959136096773,1,1.0
6,6,9,Direct,20.213848888372016,20.213848888372016,1,1.0
6,7,2,Direct,0.04481650233720897,0.04481650233720897,1,1.0
6,7,7,Direct,0.11169982917369277,0.11169982917369277,1,1.0
6,8,0,Direct,0.011584882654391932,0.011584882654391932,1,1.0
6,8,7,Direct,0.025007309127287165,0.025007309127287165,1,1.0
6,8,12,Direct,1.4528302388673093,1.4528302388673093,1,1.0
6,9,0,Direct,0.015786933279113735,0.015786933279113735,1,1.0
6,9,9,Direct,0.01834685855722661,0.01834685855722661,1,1.0
6,10,1,Direct,0.013843065001353341,0.013843065001353341,1,1.0
6,10,10,Direct,0.04910912846381274,0.04910912846381274,1,1.0
6,11,9,Direct,0.01355488425092222,0.01355488425092222,1,1.0
6,12,2,Direct,6.015753586003442,6.015753586003442,1,1.0
6,12,4,Direct,0.021265895764478383,0.021265895764478383,1,1.0
6,13,5,Direct,94.70658295121113,94.70658295121113,1,1.0
6,13,8,Direct,0.10740792120123419,0.10740792120123419,1,1.0
6,14,4,Direct,14.342806384065373,14.342806384065373,1,1.0
6,14,6,Direct,0.2939251343061731,0.2939251343061731,1,1.0
6,14,11,Direct,1.0566496863611767,1.0566496863611767,1,1.0
6,15,2,Direct,0.31335123519854646,0.31335123519854646,1,1.0
6,15,4,Direct,0.039754406738328266,0.039754406738328266,1,1.0
6,15,5,Direct,0.9955907993306385,0.9955907993306385,1,1.0
6,16,8,Direct,0.33462125008258436,0.33462125008258436,1,1.0
6,17,7,Direct,0.0216562085833834,0.0216562085833834,1,1.0
6,17,11,Direct,22.59939217984326,22.59939217984326,1,1.0
6,17,12,Direct,0.05451565991020558,0.05451565991020558,1,1.0
6,18,1,Direct,5.535128700463482,5.535128700463482,1,1.0
6,18,15,Direct,12.2564981946767,12.2564981946767,1,1.0
6,19,1,Direct,0.20928627186460527,0.20928627186460527,1,1.0
6,19,7,Direct,0.04224542699081719,0.04224542699081719,1,1.0
6,20,8,Direct,0.062406029312679856,0.062406029312679856,1,1.0
6,22,1,Direct,0.013633252343808152,0.013633252343808152,1,1.0
6,22,13,Direct,0.017472249646249875,0.017472249646249875,1,1.0
6,23,8,Direct,0.022398932179854166,0.022398932179854166,1,1.0
7,0,1,Direct,0.07228397801690634,0.07228397801690634,1,1.0
7,0,10,Direct,0.06698703127471223,0.06698703127471223,1,1.0
7,1,3,Direct,0.009830708185213479,0.009830708185213479,1,1.0
7,1,13,Direct,0.022019815099250134,0.022019815099250134,1,1.0
7,3,2,Direct,0.01654198756587011,0.01654198756587011,1,1.0
7,3,3,Direct,0.023449358422495188,0.023449358422495188,1,1.0
7,3,4,Direct,2.3942381452466344,2.3942381452466344,1,1.0
7,3,9,Direct,0.013245603452768387,0.013245603452768387,1,1.0
7,3,13,Direct,0.0179490344481029,0.0179490344481029,1,1.0
7,4,13,Direct,0.025268945066985987,0.025268945066985987,1,1.0
7,5,3,Direct,0.011644789627328999,0.011644789627328999,1,1.0
7,5,7,Direct,0.09094453705032303,0.09094453705032303,1,1.0
7,5,15,Direct,0.009653584769787444,0.009653584769787444,1,1.0
7,6,11,Direct,71.89359971142763,71.89359971142763,1,1.0
7,6,14,Direct,0.02596265542748933,0.02596265542748933,1,1.0
7,7,11,Direct,36.62365422014993,36.62365422014993,1,1.0
7,8,4,Direct,0.1056371617911557,0.1056371617911557,1,1.0
7,9,11,Direct,256.0,256.0,1,1.0
7,11,7,Direct,0.012340891796349979,0.012340891796349979,1,1.0
7,11,11,Direct,0.06754620487830926,0.06754620487830926,1,1.0
7,12,2,Direct,0.041045928130042084,0.041045928130042084,1,1.0
7,12,14,Direct,0.015402013702438737,0.015402013702438737,1,1.0
7,13,10,Direct,0.07653538932314495,0.07653538932314495,1,1.0
7,15,2,Direct,0.019470845826855692,0.019470845826855692,1,1.0
7,15,7,Direct,0.11399974747441921,0.11399974747441921,1,1.0
7,16,11,Direct,0.03713030273064872,0.03713030273064872,1,1.0
7,18,1,Direct,0.7857566666407874,0.7857566666407874,1,1.0
7,18,9,Direct,0.012449137929717443,0.012449137929717443,1,1.0
7,18,15,Direct,0.2243881544025792,0.2243881544025792,1,1.0
7,19,8,Direct,0.017400233966870324,0.017400233966870324,1,1.0
7,20,15,Direct,0.015102998000911333,0.015102998000911333,1,1.0
7,21,4,Direct,0.07514114513677604,0.07514114513677604,1,1.0
7,21,10,Direct,0.028432499450445077,0.028432499450445077,1,1.0
7,22,3,Direct,0.010359047488608759,0.010359047488608759,1,1.0
7,22,14,Direct,0.032764205051211366,0.032764205051211366,1,1.0
7,23,9,Direct,0.006975137710168908,0.006975137710168908,1,1.0
8,1,13,Direct,0.019980621315697746,0.019980621315697746,1,1.0
8,2,2,Direct,0.018096950395730997,0.018096950395730997,1,1.0
8,2,10,Direct,62.09616415350775,62.09616415350775,1,1.0
8,2,13,Direct,0.006550614881899428,0.006550614881899428,1,1.0
8,3,10,Direct,0.027148046980516614,0.027148046980516614,1,1.0
8,4,5,Direct,0.0812803434331585,0.0812803434331585,1,1.0
8,4,14,Direct,71.80910323103242,71.80910323103242,1,1.0
8,5,12,Direct,0.7399975810118732,0.7399975810118732,1,1.0
8,5,14,Direct,1.1297644244807459,1.1297644244807459,1,1.0
8,6,5,Direct,0.040331435434384715,0.040331435434384715,1,1.0
8,6,11,Direct,0.06686633533288501,0.06686633533288501,1,1.0
8,6,13,Direct,0.18243271899588884,0.18243271899588884,1,1.0
8,7,0,Direct,4.917028085751678,4.917028085751678,1,1.0
8,7,2,Direct,0.01370628334287546,0.01370628334287546,1,1.0
8,8,12,Direct,0.26194150596864507,0.26194150596864507,1,1.0
8,9,13,Direct,0.0079963875745732,0.0079963875745732,1,1.0
8,10,7,Direct,0.015588354454748071,0.015588354454748071,1,1.0
8,11,5,Direct,0.1860533597482964,0.1860533597482964,1,1.0
8,11,10,Direct,0.038846343305685385,0.038846343305685385,1,1.0
8,12,11,Direct,0.04746269764713227,0.04746269764713227,1,1.0
8,12,13,Direct,0.012337251138207442,0.012337251138207442,1,1.0
8,13,13,Direct,0.023726875131860954,0.023726875131860954,1,1.0
8,13,15,Direct,0.4084471537845829,0.4084471537845829,1,1.0
8,14,0,Direct,0.009182894620526379,0.009182894620526379,1,1.0
8,14,14,Direct,26.734259886984862,26.734259886984862,1,1.0
8,15,5,Direct,1.6579865701243293,1.6579865701243293,1,1.0
8,16,10,Direct,8.81245491850196,8.81245491850196,1,1.0
8,16,12,Direct,0.12175901828430678,0.12175901828430678,1,1.0
8,16,13,Direct,0.3235387191879928,0.3235387191879928,1,1.0
8,17,7,Direct,0.01689858601791786,0.01689858601791786,1,1.0
8,18,13,Direct,0.0805280996998162,0.0805280996998162,1,1.0
8,19,2,Direct,0.2272420651729551,0.2272420651729551,1,1.0
8,21,13,Direct,0.525974002468477,0.525974002468477,1,1.0
8,21,14,Direct,0.01654053209519537,0.01654053209519537,1,1.0
8,22,15,Direct,0.03567517875494964,0.03567517875494964,1,1.0
9,0,7,Direct,0.0196829834780015,0.0196829834780015,1,1.0
9,1,3,Direct,0.014634196765452216,0.014634196765452216,1,1.0
9,1,6,Direct,0.16254233020842282,0.16254233020842282,1,1.0
9,3,5,Direct,1.1058759805964158,1.1058759805964158,1,1.0
9,4,8,Direct,10.630263427596086,10.630263427596086,1,1.0
9,4,9,Direct,0.47453960970831405,0.47453960970831405,1,1.0
9,4,11,Direct,0.025128528615099923,0.025128528615099923,1,1.0
9,4,15,Direct,0.050530751839460285,0.050530751839460285,1,1.0
9,5,2,Direct,0.007939081545029371,0.007939081545029371,1,1.0
9,5,4,Direct,0.3304079223676307,0.3304079223676307,1,1.0
9,6,3,Direct,0.007108870991520893,0.007108870991520893,1,1.0
9,6,12,Direct,21.26190358380753,21.26190358380753,1,1.0
9,7,8,Direct,0.01873256715700943,0.01873256715700943,1,1.0
9,7,15,Direct,0.011344168846669434,0.011344168846669434,1,1.0
9,8,6,Direct,0.016434225465780834,0.016434225465780834,1,1.0
9,9,7,Direct,1.198322544268351,1.198322544268351,1,1.0
9,9,9,Direct,3.7627825528098318,3.7627825528098318,1,1.0
9,10,4,Direct,0.056474315579990525,0.056474315579990525,1,1.0
9,10,5,Direct,0.042335552277261,0.042335552277261,1,1.0
9,10,11,Direct,0.03760680173759687,0.03760680173759687,1,1.0
9,10,13,Direct,0.029636947739214034,0.029636947739214034,1,1.0
9,11,2,Direct,0.13272475332306582,0.13272475332306582,1,1.0
9,12,0,Direct,0.02688545586072199,0.02688545586072199,1,1.0
9,12,5,Direct,0.9187320980512932,0.9187320980512932,1,1.0
9,12,6,Direct,0.011020315909485517,0.011020315909485517,1,1.0
9,12,9,Direct,0.01124498510225071,0.01124498510225071,1,1.0
9,14,7,Direct,0.059959764564311374,0.059959764564311374,1,1.0
9,14,8,Direct,2.893216983800969,2.893216983800969,1,1.0
9,15,2,Direct,0.016345654285848103,0.016345654285848103,1,1.0
9,15,11,Direct,0.048060791883162854,0.048060791883162854,1,1.0
9,16,0,Direct,0.0759593818618287,0.0759593818618287,1,1.0
9,16,7,Direct,0.017664450995384974,0.017664450995384974,1,1.0
9,16,9,Direct,0.008944938824713243,0.008944938824713243,1,1.0
9,16,13,Direct,0.0654058814118035,0.0654058814118035,1,1.0
9,17,9,Direct,3.839327627759794,3.839327627759794,1,1.0
9,18,0,Direct,13.139291329794764,13.139291329794764,1,1.0
9,18,7,Direct,0.5004722529075379,0.5004722529075379,1,1.0
9,19,5,Direct,0.014875653137397906,0.014875653137397906,1,1.0
9,20,3,Direct,0.00585864219114803,0.00585864219114803,1,1.0
9,20,6,Direct,0.032763652918807507,0.032763652918807507,1,1.0
9,20,9,Direct,0.012272383195027336,0.012272383195027336,1,1.0
9,21,0,Direct,0.03166940001591753,0.03166940001591753,1,1.0
9,21,2,Direct,0.0076176737471628985,0.0076176737471628985,1,1.0
9,21,12,Direct,0.08377913481519488,0.08377913481519488,1,1.0
9,21,13,Direct,0.02370238677425117,0.02370238677425117,1,1.0
9,22,6,Direct,0.03112168866599367,0.03112168866599367,1,1.0
9,23,2,Direct,0.008204381673845651,0.008204381673845651,1,1.0
9,23,9,Direct,0.9464810808788562,0.9464810808788562,1,1.0
10,0,2,Direct,1.3247804230418638,1.3247804230418638,1,1.0
10,0,10,Direct,0.2895110334561944,0.2895110334561944,1,1.0
10,1,15,Direct,0.01631802121773869,0.01631802121773869,1,1.0
10,2,7,Direct,0.03678782960124478,0.03678782960124478,1,1.0
10,2,10,Direct,3.4272775692758524,3.4272775692758524,1,1.0
10,2,11,Direct,1.2888256505014632,1.2888256505014632,1,1.0
10,3,2,Direct,0.8690988411123944,0.8690988411123944,1,1.0
10,3,6,Direct,0.016364694862377016,0.016364694862377016,1,1.0
10,3,15,Direct,0.06151804731126764,0.06151804731126764,1,1.0
10,4,10,Direct,0.023699393886847907,0.023699393886847907,1,1.0
10,4,14,Direct,0.9881460343839686,0.9881460343839686,1,1.0
10,4,15,Direct,0.06951893568165687,0.06951893568165687,1,1.0
10,5,8,Direct,0.039094999926268026,0.039094999926268026,1,1.0
10,5,14,Direct,0.03102992299942879,0.03102992299942879,1,1.0
10,6,7,Direct,0.024071818592625905,0.024071818592625905,1,1.0
10,6,8,Direct,0.35889212293781037,0.35889212293781037,1,1.0
10,6,10,Direct,71.97858092626176,71.97858092626176,1,1.0
10,7,0,Direct,0.025753347827112222,0.025753347827112222,1,1.0
10,7,5,Direct,0.12013450582044248,0.12013450582044248,1,1.0
10,7,14,Direct,70.35411833591384,70.35411833591384,1,1.0
10,8,5,Direct,23.455352237537845,23.455352237537845,1,1.0
10,8,14,Direct,51.34968558134328,51.34968558134328,1,1.0
10,9,2,Direct,0.013456589613216725,0.013456589613216725,1,1.0
10,9,5,Direct,0.2981157314147296,0.2981157314147296,1,1.0
10,10,2,Direct,0.02795354013331216,0.02795354013331216,1,1.0
10,10,6,Direct,0.011061002440370143,0.011061002440370143,1,1.0
10,11,9,Direct,0.020756632258211727,0.020756632258211727,1,1.0
10,11,10,Direct,0.033139617814133576,0.033139617814133576,1,1.0
10,12,15,Direct,0.4709796859071384,0.4709796859071384,1,1.0
10,13,0,Direct,0.01709019014760622,0.01709019014760622,1,1.0
10,13,14,Direct,0.009300638647853793,0.009300638647853793,1,1.0
10,14,10,Direct,0.03234210725864283,0.03234210725864283,1,1.0
10,16,7,Direct,0.030755965404607323,0.030755965404607323,1,1.0
10,17,8,Direct,0.016836306265830995,0.016836306265830995,1,1.0
10,18,8,Direct,0.04775743936129794,0.04775743936129794,1,1.0
10,19,0,Direct,0.007135426897149612,0.007135426897149612,1,1.0
10,19,14,Direct,31.981163330230718,31.981163330230718,1,1.0
10,19,15,Direct,6.193589263254734,6.193589263254734,1,1.0
10,20,15,Direct,0.0552412678190733,0.0552412678190733,1,1.0
10,21,14,Direct,61.031059338148516,61.031059338148516,1,1.0
10,22,6,Direct,0.017124187431165023,0.017124187431165023,1,1.0
10,22,7,Direct,0.018058589996628543,0.018058589996628543,1,1.0
10,22,10,Direct,0.019231403666750083,0.019231403666750083,1,1.0
