episode,step,uav_id,sinr_linear,sinr_db
0,0,0,14.279504277416617,11.547131308771698
0,0,1,2.878035732375404,4.590961816357248
0,0,2,2.318394296191009,3.651872996592691
0,0,3,12.135825441784275,10.840693210569315
0,0,4,0.9019589840827306,-0.4481321122917841
0,0,5,5.842623063228177,7.666078687096313
0,0,6,27.231435576086877,14.350705369087805
0,0,7,3.4867095235959997,5.424157679799101
0,0,8,0.10055955801401695,-9.975766441575736
0,0,9,0.1015940659886117,-9.931316580330368
0,0,10,5.916728844579664,7.72081666623443
0,0,11,16.18654196829706,12.09154077629514
0,1,0,2.349402246958225,3.709573797740306
0,1,1,0.9355485949909633,-0.28933649117151483
0,1,2,26.244640207759726,14.19040623327987
0,1,3,4.70293347301142,6.7236883532520135
0,1,4,16.691511555413978,12.224956674432082
0,1,5,0.5783545490815297,-2.378058440999061
0,1,6,1.295864007681418,1.1255942760521673
0,1,7,4.386150170198337,6.420834966921706
0,1,8,13.82408167954349,11.406362911699905
0,1,9,0.41886620466809305,-3.779246783550416
0,1,10,4.585823044892729,6.614172924110707
0,1,11,18.193432381675617,12.59914640998499
0,2,0,2.7377282621899184,4.373903393099875
0,2,1,1.3107317371479228,1.1751381526149123
0,2,2,20.217641686303562,13.057304953520458
0,2,3,3.2793964436546545,5.157939213611114
0,2,4,9.850517867766474,9.934590631068758
0,2,5,3.453256931776392,5.38228892250853
0,2,6,1.1073259680503615,0.4427548473310918
0,2,7,6.113266504635978,7.862733290418538
0,2,8,10.869918175900095,10.362262749152896
0,2,9,0.8177375179956858,-0.8738607625460871
0,2,10,26.647468204519324,14.256559526856984
0,2,11,2.4568986189733972,3.903872361997318
0,3,0,2.1865514528974366,3.3975970141401928
0,3,1,1.9216899599721289,2.8368332113970256
0,3,2,19.349198326627036,12.866629760973293
0,3,3,25.768823866717284,14.110945970588165
0,3,4,1.9494270556246753,2.899069892380971
0,3,5,1.3168689711597952,1.1954256468599471
0,3,6,0.35000480277388607,-4.55925996210051
0,3,7,20.78106509007477,13.176678026479227
0,3,8,4.101754538550998,6.129696673091715
0,3,9,0.5218648239632966,-2.824419755597246
0,3,10,8.109985183571547,9.090200607834129
0,3,11,10.100957940915627,10.043625627653805
0,4,0,0.939834203015524,-0.2694875391765082
0,4,1,4.884889521279854,6.888547459788258
0,4,2,14.141884434186293,11.505072839191213
0,4,3,5.397407083687737,7.3218517469519275
0,4,4,10.185554080608195,10.079846590215498
0,4,5,1.6905926237703337,2.2803896977223026
0,4,6,4.313941737270789,6.3487427536257055
0,4,7,0.30922895299667347,-5.097198500123933
0,4,8,20.169763950463274,13.047008156341276
0,4,9,1.367941437802494,1.3606750543700572
0,4,10,60.92462820859721,17.84792887590905
0,4,11,0.20998222124066523,-6.778174745229125
0,5,0,0.8189600402858594,-0.8673728835768733
0,5,1,1.3294738796105154,1.2367980909710394
0,5,2,41.767960600816394,16.208432705384162
0,5,3,10.074698385335617,10.03232053170948
0,5,4,6.086249184125441,7.84349729335862
0,5,5,1.3599550989269402,1.335245696862658
0,5,6,4.026575985946937,6.04935899123486
0,5,7,3.5250114949096734,5.471605375452052
0,5,8,8.253735703892195,9.166505580501282
0,5,9,1.7703828183083132,2.480671860806914
0,5,10,6.3549089288337,8.03109331131036
0,5,11,8.550237003972766,9.319781531013886
0,6,0,3.8366091280168613,5.839475557288556
0,6,1,3.5482684666736635,5.500164716963356
0,6,2,8.5383304960142,9.313729611750421
0,6,3,3.0038694366953576,4.776810521154115
0,6,4,3.789979943865954,5.786369117381538
0,6,5,9.764939520281509,9.896695578041756
0,6,6,1.9505790275572845,2.9016355041134596
0,6,7,14.81910158174792,11.708218750389578
0,6,8,3.150887517849026,4.984328997625702
0,6,9,1.856790831717124,2.6876298303570496
0,6,10,11.031696671107683,10.426423119173213
0,6,11,4.678153162860982,6.7007443651897605
0,7,0,8.759526659354904,9.42480638726948
0,7,1,1.0866634455105968,0.3609505798719077
0,7,2,7.695573506388244,8.86240990818391
0,7,3,1.4436922972878843,1.5947463933473724
0,7,4,20.000151405420805,13.010332833784762
0,7,5,2.6089625297929167,4.164678417598491
0,7,6,2.6615974669808775,4.2514237454668775
0,7,7,0.7341077998727684,-1.3424016153853737
0,7,8,25.875335186211814,14.128859843037898
0,7,9,0.9599011297698722,-0.17773497175692327
0,7,10,26.56879512763149,14.24371859969714
0,7,11,2.281915191388525,3.5829949959297065
0,8,0,3.6035091657916447,5.567256310569487
0,8,1,1.3412049821989918,1.2749515804153566
0,8,2,16.088793764744064,12.065234846861689
0,8,3,3.445231130580576,5.372183627802508
0,8,4,15.191574796132972,11.81602796234133
0,8,5,1.6348803344428413,2.134859698445711
0,8,6,2.2542426778345708,3.5300066768667007
0,8,7,11.472411302994347,10.59654708705418
0,8,8,3.9211459570542004,5.934130083709706
0,8,9,1.6652824794809375,2.2148791284190534
0,8,10,10.035062480818087,10.015200808583868
