episode,mean_return,epsilon,mean_latency_ms,mean_sensing_db
80,-0.00923300787442874,2.84604989415154,156.0269369055,1.05977853915119
81,-0.00806831459987643,2.86356421265527,169.431167485351,1.11485233782194
82,-0.00805048510983895,2.88097205817759,163.485167878304,1.44592933594076
83,-0.00798548760384433,2.89827534923789,162.500321167615,0.78760778407668
84,-0.00836959134088592,2.91547594742265,163.793228497867,1.50698177030461
85,-0.00820772800108047,2.93257565972304,173.719495023909,1.23571137244189
86,-0.00858352410470711,2.94957624075053,161.351927660131,0.853617115696259
87,-0.00820059332819774,2.96647939483827,168.057457549535,1.38861722113499
88,-0.00830787760466146,2.98328677803526,169.529813057291,1.22877996393824
89,-0.008017433918797,3,174.975056997186,1.72590910757971
90,-0.00852083627697005,3.01662062579967,161.530554364825,1.55563468826028
91,-0.00828013222652379,3.03315017762062,170.160727447066,1.08036630267375
92,-0.00907373588963069,3.04959013639538,151.56616099201,1.2856732707269
93,-0.00875893032336031,3.06594194335118,159.838394515685,1.13845866490252
94,-0.00862738440748789,3.08220700148449,158.423131139625,1.49022906408135
95,-0.00868019730078169,3.09838667696593,162.458896716343,1.79547609961662
96,-0.00817452663668848,3.11448230047949,161.238985658254,1.40687903865827
97,-0.00842382496749288,3.13049516849971,157.47940595705,0.697302021138983
98,-0.00841037392779582,3.14642654451046,159.836161722833,1.45679459984969
99,-0.00846769703713658,3.16227766016838,160.147854051486,0.950293469333447
100,-0.00815292027427726,3.17804971641414,162.691542854066,1.45436374720322
101,-0.00843644944728451,3.19374388453426,164.1292179914,1.87772495522004
102,-0.00834556299798667,3.20936130717624,164.023166992123,0.625785889885921
103,-0.00807406032084262,3.22490309931942,168.191578939037,1.52763710424933
104,-0.00832026982147502,3.24037034920393,162.490352343244,1.13009765263271
105,-0.00852993540216317,3.25576411921994,165.73297364302,1.28240007744125
106,-0.0085522178060624,3.27108544675923,165.481253296069,1.46921024112988
107,-0.00870153615565692,3.286335345031,155.673896352883,0.926013941376919
108,-0.00866856402816778,3.30151480384384,159.401518057042,1.28924850444978
109,-0.00889410722993597,3.3166247903554,159.401584252701,1.47687508188567
110,-0.00855085565602151,3.33166624979154,158.909326357097,1.1895136016212
111,-0.00874027022028671,3.3466401061363,162.054039185811,1.41066047287069
112,-0.00869199622608539,3.36154726279432,162.763108107505,1.55678065841046
113,-0.0084572678736877,3.37638860322683,162.246871262951,1.61214289640079
114,-0.00838212619677152,3.39116499156264,162.204671895139,1.16673815478554
115,-0.00812951778017366,3.40587727318528,164.011506464364,1.3154846392859
116,-0.00863760196667136,3.42052627529742,157.263429603314,0.94418565444008
117,-0.00838794070485937,3.43511280746354,150.294888339626,1.44296042500975
118,-0.00834383555054137,3.44963766213207,166.296873697877,1.47860281842019
119,-0.00817254282836301,3.46410161513776,164.365756181506,1.0479601065522
120,-0.00860441375149722,3.47850542618522,166.560994860393,1.3282599853858
121,-0.00836871920725869,3.4928498393146,161.199943878433,0.609600465999376
122,-0.00920507479139777,3.50713558335004,154.299972623034,1.54913723660383
123,-0.00846915301285643,3.5213633723318,162.303027163045,1.01809092211902
124,-0.00894570613634314,3.53553390593274,159.770484130559,1.43322139028906
125,-0.00894283680251346,3.54964786985977,151.47019444344,0.913727686904549
126,-0.00920299171130071,3.56370593624109,151.380614930079,1.28941367434619
127,-0.00961625385725547,3.57770876399967,144.212283739797,1.05600518574563
128,-0.0103979897683955,3.5916569992136,139.749858332887,1.16976424899504
129,-0.00927591552067138,3.60555127546399,157.881420981571,1.3673920318471
130,-0.0101214044256595,3.61939221417077,147.076935544385,1.77268183653016
131,-0.00917188400886173,3.63318042491699,150.902793145145,1.42780453793257
132,-0.00949811024767869,3.6469165057621,152.647218053004,1.29542375893431
133,-0.00944918468053792,3.66060104354463,150.866947978177,0.738619662977377
134,-0.00923515756023966,3.67423461417477,147.396097158254,1.23018957031054
135,-0.00876402368514336,3.68781778291716,163.321193591409,1.8834213767665
136,-0.00897097048945846,3.70135110466435,156.225383111385,0.800542478822591
137,-0.00844073166323034,3.71483512420134,159.984747252948,0.720982226064149
138,-0.00830407073090887,3.72827037646145,160.530731745516,1.22658228651632
139,-0.00821467530233972,3.74165738677394,158.826965152089,0.366571746253264
140,-0.00893009443438948,3.75499667110372,159.865284790772,1.30020814457635
141,-0.008564053680615,3.76828873628336,165.651670811597,1.37080196173642
142,-0.00901140901718129,3.78153408023781,155.628520050495,1.07929155411835
143,-0.00829595338655241,3.79473319220206,165.302366887138,1.12446174076755
144,-0.00904893874303237,3.80788655293196,156.024411031198,0.806733942949194
145,-0.00812244282674043,3.82099463490856,163.837413877971,1.28034017170293
146,-0.00858730655862891,3.83405790253616,157.443456154848,1.49059546691643
147,-0.00786259803599964,3.84707681233427,161.801837088985,0.930340709291674
148,-0.00853046678003983,3.86005181312376,171.321833341824,1.75891494448329
149,-0.00859824580409897,3.87298334620742,152.19324548543,0.889587645972686
150,-0.00832333923587849,3.88587184554509,161.768444082621,1.55760417938132
151,-0.00828654334571281,3.89871773792359,168.327772394823,1.52863918244458
152,-0.00870068184600397,3.91152144312159,159.983335982052,1.84636786924584
153,-0.00851168824034915,3.92428337406972,161.910480234303,1.16447197755787
154,-0.00900821763027052,3.93700393700591,153.60609477847,0.671844806921701
155,-0.00844110603178302,3.9496835316263,159.431852678909,1.09336961688185
156,-0.00829755121083453,3.96232255123179,170.100079848011,1.61159854760574
157,-0.00889697612784468,3.97492138287036,153.323113436372,0.865221597377725
158,-0.00843005974790526,3.98748040747538,165.688243274019,1.15573124873165
159,-0.00828824108289354,4,153.475049256495,0.633575698649929
160,-0.00831944929216276,4.01248052954778,164.358822918902,1.34020851362028
161,-0.00810644252970335,4.02492235949962,170.199187846751,1.43085472010608
162,-0.0081884120683485,4.03732584763727,162.722469351255,1.35298570437785
163,-0.00852861592791571,4.04969134626332,154.89277338162,0.753224737614999
164,-0.00845155498952898,4.06201920231798,158.933659151217,1.2367582417347
165,-0.00870809977093028,4.07430975749268,164.542095268122,1.13000666454196
166,-0.0082936065334261,4.08656334834051,162.448435071617,0.944592815115661
167,-0.00932640884055522,4.09878030638384,158.955291593795,1.27209895111721
168,-0.00870918437562928,4.1109609582189,157.001508847256,1.38276891893616
169,-0.00805606912790943,4.12310562561766,164.940348073743,1.45015723545554
170,-0.00874574202917002,4.13521462562707,159.679796820999,1.5541246014594
171,-0.00829288446422597,4.14728827066555,164.628362274861,1.66848494925082
172,-0.00856846818529274,4.15932686861709,158.342993384503,1.37281699104049
173,-0.00831271607079755,4.17133072292284,159.634182557759,0.498993274417725
174,-0.00808294351610344,4.18330013267038,156.628679361694,1.03105185578975
175,-0.00837508349658869,4.19523539268061,153.480003809479,0.913199830407671
176,-0.00841592627933385,4.20713679359253,161.548265147236,1.13890121349557
177,-0.00854127429206931,4.2190046219458,160.500947775641,1.02547970466306
178,-0.00832392042664258,4.23083916026124,164.815434159452,1.35809383145265
179,-0.00892710496081785,4.24264068711929,152.243424573393,1.64271283253635
180,-0.00887114710838045,4.25440947723653,151.214947172714,0.986724616281627
181,-0.00867002834115783,4.26614580154031,157.267548808394,0.927848649917583
182,-0.00816462921521001,4.27784992724149,159.731511277502,0.905095409315143
183,-0.008433175591796,4.28952211790545,162.433914956279,1.20787073952464
184,-0.0085182885287368,4.30116263352132,166.246638346602,1.62907269243221
185,-0.00873404630271631,4.31277173056957,157.314615810015,1.57536628487613
186,-0.00831357345930361,4.32434966208793,165.573885761537,1.57166757352752
187,-0.00860998032441051,4.33589667773576,153.850729508303,1.34783017387683
188,-0.00879405378293719,4.34741302385683,160.323940570455,1.20483245021274
189,-0.00862793050390844,4.35889894354068,164.506319094312,1.53280970621194
190,-0.00848181518127548,4.37035467668243,162.054128159661,0.99478162884507
191,-0.00818359383035165,4.38178046004133,170.966851978073,1.05866934183002
192,-0.00926119543272334,4.39317652729776,149.35023608458,0.936976986305736
193,-0.00873426593666789,4.40454310910905,153.957420831202,0.886857948612113
194,-0.0082932004699635,4.41588043316393,159.089982110984,1.59014346602586
195,-0.00820623941998768,4.42718872423573,165.41511019083,1.05470652377116
196,-0.00817865055444767,4.43846820423443,166.692210826095,0.900042516272862
197,-0.0085943361663929,4.4497190922574,156.997309560276,0.783706147798027
198,-0.00847348722472422,4.4609416046391,165.419845824415,1.14955918838747
199,-0.00856053345838099,4.47213595499958,158.678360083702,1.43238817672734
200,-0.00833395876770634,4.48330235429198,168.899127474084,1.27699369712926
201,-0.00816336610303198,4.49444101084885,163.013893997613,1.1476995918663
202,-0.00823759964035675,4.50555213042753,168.874915749942,1.39375767229809
203,-0.00868488390509788,4.51663591625449,149.579266488197,1.17917045719937
204,-0.00872998536953238,4.52769256906871,163.164030898069,1.56700934155519
205,-0.00871334656826007,4.53872228716409,156.004583438544,1.12449736102188
206,-0.00896909809921102,4.54972526643093,162.678395002162,1.64851083483097
207,-0.00873560622235584,4.56070170039656,157.006804824,0.926156321730603
208,-0.00818256499374671,4.57165178026499,165.010838866943,1.03122601752983
209,-0.00865469581944961,4.58257569495584,158.404401018655,1.45826712176628
210,-0.00829421517444254,4.59347363114234,163.085020970555,1.15917612987157
211,-0.00863662229771403,4.60434577328854,159.811492965818,1.17698430148136
212,-0.00843318094638688,4.61519230368573,151.254139674706,0.498374150003403
213,-0.00876774635866131,4.62601340248815,158.797755591344,1.31916789909577
214,-0.00796299625795126,4.63680924774785,167.326054784684,1.05960156883953
215,-0.00841005546470407,4.6475800154489,162.917025536264,1.08057726709936
216,-0.00854974550285839,4.65832587954085,161.625644558791,1.53751228674097
217,-0.00890672612891362,4.6690470119715,155.109565477188,1.33473201117733
218,-0.00802018736559157,4.67974358271904,170.658415939698,1.65299651143313
219,-0.00868933755871244,4.69041575982343,155.285938234131,1.13957895392909
220,-0.00845329575760052,4.70106370941727,157.338547884587,0.934620475629849
221,-0.00892746973086421,4.7116875957559,153.858926833605,1.06077580043634
222,-0.00850854832197158,4.72228758124704,164.047538571445,1.04740504844514
223,-0.00853075047812199,4.7328638264797,155.394489317829,0.869801575388193
224,-0.00837588444262543,4.74341649025257,171.003725416675,1.30549919236426
225,-0.00849478395291558,4.75394572960189,158.55264751436,1.36076561550466
226,-0.00893547264307245,4.76445169982864,157.076333276288,1.36697411961706
227,-0.00819246229304132,4.77493455452533,162.828873477617,1.18112365256974
228,-0.00916213165279562,4.78539444560216,161.070459206029,1.42519299681499
229,-0.00851218254292075,4.79583152331272,154.664016086495,0.872963198892284
230,-0.00833620609190756,4.80624593627917,163.852568775558,1.42182871069696
231,-0.00799742318008806,4.81663783151692,168.60809654474,1.74871850006667
232,-0.00807925816696679,4.82700735445887,172.062971198575,0.856569622742822
233,-0.00835453124941995,4.83735464897913,158.906119162512,0.986841407077778
234,-0.00836689594455109,4.84767985741633,159.02603951913,0.845195620005886
235,-0.00827879044808836,4.85798312059645,166.003341496217,1.18670164044498
236,-0.0087111447977017,4.86826457785524,157.236568138325,1.42522455022143
237,-0.00805347820180328,4.87852436706019,167.219953307462,1.15015437037704
238,-0.00933739307444754,4.88876262463213,154.851639661633,1.62312235193068
239,-0.00824906756465192,4.89897948556636,163.645109273115,1.33245308419955
240,-0.008708781690691,4.90917508345343,160.041971518074,0.664521481366024
241,-0.00971446185725327,4.91934955049954,152.062024816093,0.956822439237058
242,-0.00877428320119648,4.92950301754649,160.781936027963,1.18508537264905
243,-0.00903306730037921,4.93963561409139,159.505777160664,1.07072858082486
244,-0.00881152534264611,4.94974746830583,155.378418866593,0.838814186880696
245,-0.00920523954152943,4.9598387070549,150.736206534745,0.468005968623394
246,-0.00881507304332359,4.96990945591567,157.563123150013,1.08597737888787
247,-0.00970428798882118,4.97995983919549,153.106808320744,0.600951938502542
248,-0.00934958221222251,4.98998997994986,152.711798168986,0.732144136199568
249,-0.00999543352592992,5,156.282769588526,0.938286306063907
